BBL,Address,NumBldgs,geom
1021400011,672 RIVERSIDE DRIVE,2,0106000020D7080000010000000103000000010000008D000000000E28047C832E4100288260E6530E4100D3CBFF6D832E410010D2EB2D520E4100FB9E6862832E4100C27D4F72500E4100C1EDCE51832E410082390D844E0E4180AB183948832E4100E2A5B6BF4D0E418043375D40832E4100E8AA81FA4C0E418080EF383A832E4100206451344C0E410068C4CD35832E4100749E616D4B0E410002BA1D33832E4100EA36F6A54A0E410053FD2932832E410074564EDE490E41002AA3FC2D832E410068F7B9EF480E4100DC1AE21D832E4100248ED2E2450E41001F850118832E4100048E97E8440E4100AB8CAF11832E41006C8398B8420E4180D6D6D414832E4100CE62EF3A410E418096AF5726832E4100A69129313E0E4100E46AF636832E4100F033D1B23B0E4100728A463C832E4100CEFE000A3B0E410080C5F941832E4100AA05C4BB390E41807B1CA53F832E41003C2141BB380E41004E77A739832E410010427003380E4100FCED4C31832E4100C8998E33370E4180CDC99DBA822E410010761DEA2E0E418037F019A0822E41007A77CC912C0E418032D1738C822E4100C256EE752A0E41805E18D23A822E410060EBDA931A0E418023D71B36822E410072375821180E410054DB083A822E4100BC02D4E5160E4100858FD78A812E4100421D7954180E4100A831E227812E410088E29323190E4100CA776696802E4100A078461B150E410003727670802E4100EE4060130E0E4180A6712EF87F2E4100F4BBA3BE060E4180683408837F2E410046F2DD7B030E4100B7272EE4802E4100D85CABCEFF0D418021A4F3C37E2E4100DCEBBAC1F40D4100C28AB9997E2E41000AE1D1E5F30D41800A3E3A627E2E4100D4CC88ADF20D4100FBB0063E7E2E4100FCD7D4C8F10D41803EC2B71B7E2E4100520185DFF00D4180F5D755FB7D2E4100BE6DD6F1EF0D41804A08ECDC7D2E410054AA0F00EF0D4100176EB2C07D2E4100A4F6250CEE0D410062A3B6AF7D2E4100AE376773ED0D41005B6AAE9F7D2E410084D480D7EC0D41809890C0907D2E41008C42D839EC0D418028C8F0827D2E41005E26959AEB0D4100FD627D767D2E4100F6AFCFFCEA0D4180BC21B1677D2E41002ED1FE41EA0D410041FE735C7D2E410040201DB4E90D4100152887417D2E41009A5BFC83E80D41001812BB307D2E41006E1B26D3E70D41009E3AA31A7D2E4100FE9881FCE60D41002876FF027D2E410022971D29E60D41809689C7E97C2E4100B8D4AE58E50D4100FED400CF7C2E41003E92558BE40D4180813FB4B27C2E4100C25C58C1E30D418028F8E3947C2E4100C8CCD8FAE20D4100B892D9707C2E41006658651AE20D418079D30C4B7C2E41002E77E63EE10D4100811A83237C2E410048916568E00D4180E79E42FA7B2E4100941B1D97DF0D4180E12659CF7B2E4100CCCA3CCBDE0D4100D8FD58C07B2E410090007E88DE0D41006C71A6A67B2E41000CFA1D16DE0D4180846B8B7C7B2E41001AB91C66DD0D4180550013517B2E4100CE2472BBDC0D410017CD4B247B2E4100F8FD5316DC0D41009DA9E3137B2E41002C6684DDDB0D410082F99EF57A2E41009674AF74DB0D41805BB30FDE7A2E41007A453D23DB0D41804F2145C67A2E410040CFFCD0DA0D41008F378D977A2E410026435625DA0D4100F375296A7A2E410064311774D90D41009AEC213E7A2E4100C2AA72BDD80D4180B3B382137A2E4100BA438801D80D41806C2B91E9792E41005AF7FF3CD70D4180978D2AC5792E410054250A78D60D4100D94C1DA3792E4100C62B2BB2D50D4100A899C182792E4100E43CD1E7D40D41001DD61D64792E4100AEDD3E19D40D41805F413C47792E4100D4BEA146D30D41008C14242C792E4100520D3B70D20D4100CAB9DF12792E410038AA5096D10D4180223571FB782E4100002A02B9D00D41002D1D0EE0782E41004487F39ACF0D4100CA7724C7782E4100F48A6279CE0D410008CCB7B0782E410014669254CD0D41800680D09C782E41000826DF2CCC0D41803B653840792E41003CABE5F1D70D41803C8CB85E792E41003A6EBEFBD90D41809783CB7C792E41003C26B8C4DB0D4100606E4294792E41002A06680BDD0D418027F71DB0792E410042DE4074DE0D4100CC3152C8792E41009E7AF799DF0D41005B3BEEE5792E41005AD73BECE00D41809E4088057A2E4100224C8C3FE20D4180EB23D1227A2E41004206D268E30D41003042373C7A2E410074CAEE5EE40D4100E9E9CC577A2E4100264E415FE50D41007CD6D96B7A2E4100C6790D13E60D41008A18E7837A2E4100887217E4E60D4180D29C930F7D2E4100A0405DF6FB0D4180D462D0537D2E4100D4A2DE38FE0D41805201CE8C7D2E4100CCBF0E3E000E4100C33EF0C27D2E410036C85F4B020E4180EF00AB057E2E410088547E0A050E4100D9EE26527E2E4100E6F03192080E410053C440967E2E4100540478320C0E418074E293D47E2E41008AF08421100E41802E8F01F37E2E410012E04C62120E410018149B0D7F2E41003C4B53AD140E4180D2CC78227F2E410056343EA9160E41808BDE2D3A7F2E4100D8FCA56F190E410032D53F4E7F2E41009E66398D1C0E41007E31C45B7F2E4100267DCFC31F0E4100763FF6617F2E4100F83535E3220E41000E160C607F2E410076E523D4260E4180D52A2B567F2E41005C199F1B2A0E41803894F22D7F2E4100D6730A67300E4180EB7746A97E2E4100CE844104400E4100904F5C9F7E2E4100945CF3A7410E4100C6BBFC997E2E410050A1A8CA420E418015E0A3947E2E4100C2D73255440E4100217F08917E2E410052B69854460E4100D166FC917E2E41000C73CDF4480E4100F8088E9A7E2E4100A855C4DA4B0E4100701E2FAA7E2E4100C2B8CEA04E0E41801EF198B17E2E4100B6791973520E41007C6CC4E17E2E41005652B7DC520E41803E3C5B237F2E4100EE82AE6F530E41806E0C74807F2E410072A22038540E4180134465817F2E4100BCEA443A540E418023C6BEB17F2E41006CBB09A8540E41809719D6DE7F2E4100605104F4540E4180989902FB7F2E4100AA229A1A550E41805568000C802E4100B254DF31550E41807D750932802E4100E2AE8E54550E418047BDDA5B802E41006495AD63550E418081768F86802E41000020C752550E41000E28047C832E4100288260E6530E41
2022947502,556 BERGEN AVENUE,2,0106000020D7080000010000000103000000010000003A00000000FF67266BC22E4100F63B92C6E20C4100DF7955DDC02E4100C82F04BCDF0C418060B6F0AEC02E41004A003C63DF0C4100F3E8F293C02E4100D4FCE135DF0C4100934B0C6CC02E4100885E64FBDE0C410089B7565EC02E410048AF0BEBDE0C41001D930350C02E410022BB65D8DE0C41003AE9ED44C02E4100B06464CCDE0C4180F38E3F32C02E41000A0C8CB7DE0C4180906F8426C02E4100AEDEC9AADE0C4100CA3E2B1AC02E41002462359DDE0C4180EA03B703C02E4100D001848ADE0C4180987C1CECBF2E41007201D878DE0C418072C0D2DCBF2E4100163C4A72DE0C4100B1819DD4BF2E4100F2688B73DE0C41806504C9CCBF2E4100D6DB9C9CDE0C4100CCF802C9BF2E410028B08697DE0C410029683AC5BF2E4100EEC08E92DE0C41007DA86FC1BF2E41002CBAB58DDE0C4100C738A2BDBF2E4100E0EFFA88DE0C4180089AD2B9BF2E410008625E84DE0C418040A100B6BF2E4100A610E07FDE0C418070792CB2BF2E4100BE53817BDE0C4180984D56AEBF2E41004AD34077DE0C4180B7C77DAABF2E41004E3B1F73DE0C4100CF68A3A6BF2E4100CA8B1C6FDE0C4180DEDAC6A2BF2E4100BEC4386BDE0C4180E673E89EBF2E410028E67367DE0C4180E85E089BBF2E41000E9CCE63DE0C4180E2452697BF2E4100688E4760DE0C4180D57E4293BF2E410040C1E05CDE0C4180C3345D8FBF2E410088849759DE0C4180A911768BBF2E41004E886E56DE0C41008B968D87BF2E41008E206553DE0C4180656DA383BF2E41004A4D7B50DE0C41003BECB77FBF2E410078B6AF4DDE0C41000BE8CA7BBF2E4100280C054BDE0C4180D6E1DC77BF2E41004C9E7848DE0C41809C58ED73BF2E4100EC700C46DE0C41005EA2FC6FBF2E410006D8BF43DE0C41001BEA0A6CBF2E410098279241DE0C4100D52F1868BF2E4100A8B7843FDE0C41008A482464BF2E410032DC963DDE0C41003CB52F60BF2E41003495C83BDE0C4100EAF4395CBF2E4100B68E1A3ADE0C418095884358BF2E4100B01C8C38DE0C41003E704C54BF2E410022931C37DE0C4100E3555450BF2E410014F6CD35DE0C410087105C4CBF2E41007EED9E34DE0C4180281F6348BF2E410064798F33DE0C4180C6566944BF2E4100C645A032DE0C418065B96F40BF2E4100A652D131DE0C4180001A753CBF2E4100FA9B2031DE0C4100965E173CBF2E4100C62B1331DE0C4180168FFCBABE2E4100667811EAE00C4180235E8791BF2E410082F6DD48E40C418083D04A2FC02E41005AF356F5E30C4100FF67266BC22E4100F63B92C6E20C41
2023690066,510 WEIHER COURT,1,0106000020D708000001000000010300000001000000060000008079A3AF48CF2E4100905E0A9B540D4180569BBF34CF2E4100C87F39E0530D4180AB0F4D15CF2E410086A42415540D41009E02DD26CF2E41002E01B3B9540D4100BB0D3829CF2E410094CEC5CF540D418079A3AF48CF2E4100905E0A9B540D41
2024320080,316 EAST 165 STREET,1,0106000020D7080000010000000103000000010000001C000000802174DCBCC22E41004E4357FC6B0D41000C2D0C9DC22E41000E89D33A6C0D41007743AB86C22E41001E17C8666C0D4100D028AD28C22E410012EBA2ED680D4100FD9A8799C12E4100CEC98BF9650D41805DE69798C12E4100ECCC62FB650D4100F2BDC4A8C12E4100E8686594660D4180EB22B8B6C12E410080F35D18670D410067CB62C7C12E41007CDD07B6670D4100ADD327D5C12E41006EF94838680D41801B20CFE5C12E4100F24ED3D5680D418096F2E3F3C12E41004EA6075B690D410030265404C22E4100B04CBAF6690D410093EC6212C22E41006C22837B6A0D41008C002E23C22E410012C9601A6B0D4100F645FC30C22E4100563EF99C6B0D41008D9AE740C22E4100FAB091336C0D41804DE26151C22E410008B070CF6C0D41009522D41FC22E41009A4CC5306D0D41805C7C27DFC12E41000EF4CBAF6D0D4180A684E79FC12E4100B204072C6E0D4180CDC939EDC12E4100D6BF91E2700D4180624AFE2DC22E4100F247F973700D41809C603870C22E41006C2AE302700D4180B8739BB0C22E41001001F2946F0D4100B4C271F0C22E4100520BF0276F0D4100237E943DC32E4100BC053AA46E0D41802174DCBCC22E41004E4357FC6B0D41
2025410159,1353 EXTERIOR STREET,1,0106000020D7080000010000000103000000010000000900000080C6B623B2A32E410058DBFFB61A0E4180412AAD5BA32E41008C5DB8A2170E41802DD7D859A32E41009CF00094170E41004D61E8B2A22E4100A0E0DD83180E41004D61E8B2A22E4100F6A86D92180E418012250AB1A22E41000C2A5AA6180E4180917B4AADA22E4100161C56D3180E4100AAF1C8E1A22E410036DB422E1C0E4180C6B623B2A32E410058DBFFB61A0E41
2026150004,1232 FRANKLIN AVENUE,1,0106000020D7080000010000000103000000010000000700000000F0651D92DB2E41003C74DA56840D410053111C78DB2E41001EB271E0830D4180CC1CB777DB2E41002A1BA6DE830D41805E1AD6D6DA2E4100FCE02C06860D4100E4E33AD7DA2E4100022CFD07860D4180C07F0AF1DA2E4100AE400F7F860D4100F0651D92DB2E41003C74DA56840D41
2027110128,909 BECK STREET,1,0106000020D70800000100000001030000000100000009000000807E782966EC2E410076189BF20F0D4180B2B9F465EC2E4100C21335160F0D41803F0F80CAEB2E41001A93EBF80B0D4100CF0B342CEB2E4100BAA9C1E60D0D4180FE02B250EB2E410090BA009F0E0D4100288BE48AEB2E41006A43D8C40F0D410010F3D891EB2E410046CFF5E70F0D41801AA3DB91EB2E41000E11C2F20F0D41807E782966EC2E410076189BF20F0D41
2027630335,1340 LAFAYETTE AVENUE,2,0106000020D708000001000000010300000001000000090000000070C95CD6022F4100D230D7D0E90C4180D2475DEA022F410084CD0B45E80C41804B7C63FE022F41008288CFB8E60C41006BFD70C5032F4100E2B94755E70C4180652345D7032F4100B6718CF0E50C4180DB601F4A022F4100E2E55CB8E40C4180E227A7E7012F410088ECDE54EC0C41800218ACAD022F4100F87302F6EC0C410070C95CD6022F4100D230D7D0E90C41
2027770172, RYAWA AVENUE,1,0106000020D708000001000000010300000001000000070000000061E22FF4012F41005C4D4C05630C4100E1602DD9012F4100B8CF5A1A650C4100068C99EC012F4100B2A81D2A650C41800D925BDD012F41008878EE56660C41002F959EF3012F410070EEFF68660C4180A73BDF1D022F41003CF01F27630C410061E22FF4012F41005C4D4C05630C41
2028870114,396 EAST 171 STREET,1,0106000020D70800000100000001030000000100000006000000809DB0C72DD42E410006D2B06BE00D418096FB6B1BD42E4100BAA20FD9DF0D4100ED05699ED32E41009EF79FD7E00D4180B3B154A5D32E4100A875631CE10D41806BEF33ABD32E41001C96214EE10D41809DB0C72DD42E410006D2B06BE00D41
2029960005, VYSE AVENUE,1,0106000020D708000001000000010300000001000000050000008078A0131CFD2E4100FAD188C1AA0D4100C1317006FD2E4100443F8800AA0D4180342DB74CFC2E41001436194CAB0D41802468AB62FC2E41009EFE890CAC0D418078A0131CFD2E4100FAD188C1AA0D41
2030530028,510 EAST 185 STREET,1,0106000020D7080000010000000103000000010000000700000000DF2CA4C2F42E4100CCD6AAB7A20E4180667AC021F42E41005804DF7BA40E41803D69A000F42E4100E498C7BDA30E41003989E668F32E4100C6EE3868A50E418060AD6CF9F32E41007A2B10D3A80E41008E35F038F52E41002CD5805EA50E4100DF2CA4C2F42E4100CCD6AAB7A20E41
2031280122,946 EAST 181 STREET,1,0106000020D7080000010000000103000000010000000500000000051A3A6E0C2F4100AC61E488290E4100930B3FE10B2F4100305C0041260E4100FF5C90C10B2F4100007A6A9B260E418086F6904E0C2F4100F6136EE3290E4100051A3A6E0C2F4100AC61E488290E41
2032200051,2553 UNIVERSITY AVENUE,1,0106000020D7080000010000000103000000010000000F00000000DC12A75DDD2E41007A99BE072B0F4100035E44DEDC2E41001620F284270F4100B7276490DC2E4100528F8A35280F4100E828D09BDC2E41001EB32186280F41006656D088DC2E4100CE2D37B1280F4100A21E897EDC2E41003C2DB268280F4180F6C7D612DC2E41001E2AEB5C290F4180A24C0A77DC2E41007021EA1F2C0F4180800480BBDC2E4100C88A3F872B0F41002E8843D5DC2E410016AE073D2C0F41801EDC8722DD2E41002E00D08D2B0F41009E15BA24DD2E41004CD8B96B2B0F418062A9C53EDD2E4100CABFA9302B0F41000A5F3647DD2E41005CAEA13A2B0F4100DC12A75DDD2E41007A99BE072B0F41
2032860037,2584 BAINBRIDGE AVENUE,1,0106000020D70800000100000001030000000100000005000000802D0F174DF22E4100E2006D23FF0E41809E9F9D33F22E410062B33634FE0E4100AB4C2A9CF12E410076AFF03DFF0E41002C1B13B4F12E4100987BE62F000F41802D0F174DF22E4100E2006D23FF0E41
2033690032,129 EAST 233 STREET,1,0106000020D7080000010000000103000000010000000500000080C9F7CF6E1F2F41007576169E3B104180D576213B1F2F41001FF0FB7E3B1041002B6481251F2F4100922701B53C1041008500535A1F2F4100D268CDC33C104180C9F7CF6E1F2F41007576169E3B1041
2037000058,2351 QUIMBY AVENUE,1,0106000020D7080000010000000103000000010000000500000080DF33CCA2592F41006C6E8FAF5E0D41808B0E6172592F4100FC6E8D8C5E0D4180BCEFB94D592F41003A26F3B7610D41801015257E592F4100AC25F5DA610D4180DF33CCA2592F41006C6E8FAF5E0D41
2039230015, WHITE PLAINS ROAD,1,0106000020D70800000100000001030000000100000006000000807035F96F2F2F4100AAFC736DED0D4100C08C5AD12E2F410024F09219ED0D41000295DECF2E2F41001C2E8A46ED0D41002997B4C92E2F410078803F01EE0D4100DA6A53682F2F410000392155EE0D41807035F96F2F2F4100AAFC736DED0D41
2040700166,1529 WILLIAMSBRIDGE ROAD,1,0106000020D708000001000000010300000001000000050000008096068E6A532F410004F1A749290E418021DC5D14532F41007EE00DC82A0E4180628D6EE2532F4100781ED7512D0E4180FEBE4C35542F41008242FAC82B0E418096068E6A532F410004F1A749290E41
2045140010,2726 MATTHEWS AVENUE,1,0106000020D70800000100000001030000000100000005000000004A8FE97C332F41005214700F200F410078C0EC7B332F410008B7355B1F0F4180C3939EB1322F410088C4126A1F0F4180BEF7A5B2322F4100D0754C1E200F41004A8FE97C332F41005214700F200F41
2046720050,820 EAST 214 STREET,1,0106000020D708000001000000010300000001000000050000000013774D5F362F4100C63DB670AD0F4100E6B23B12362F4100E45D4085AA0F410035AD1FD7352F4100A44967E7AA0F4180BE4B4924362F4100024DC4D3AD0F410013774D5F362F4100C63DB670AD0F41
2048720048,1014 EAST 226 STREET,1,0106000020D7080000010000000103000000010000000700000080536492BC4B2F410022ECC9D7F80F4180DF0BB6684B2F41002C63FBACF50F4180817FD9584B2F4100CCC181C7F50F41804ABDB4204B2F4100FE746125F60F4100E965720C4B2F41000C304147F60F41005E144F604B2F410002B90F72F90F4180536492BC4B2F410022ECC9D7F80F41
2049980074,724 EAST 235 STREET,1,0106000020D70800000100000001030000000100000005000000809F7C6F38412F410032184ED92F10410023281D60412F41007C3B4CAD2E104100225CA049412F41000B76E2402E1041001C1ED312412F41008B4A69F82F1041809F7C6F38412F410032184ED92F1041
2052700018,3489 ROMBOUTS AVENUE,1,0106000020D70800000100000001030000000100000006000000800382684F7A2F4100C63C00EDDA0F41808A13BA8E792F410074966C9DD90F4180ACFF0378792F4100F8A28071DA0F410039176468792F4100820F6B03DB0F4180DCCA5F297A2F4100DE178553DC0F41800382684F7A2F4100C63C00EDDA0F41
2054860005,614 CLARENCE AVENUE,2,0106000020D708000001000000010300000001000000050000000082D24FDB9C2F4100D4931CBB6D0D418011B035529C2F41002AADE75A6C0D41800336CC369C2F410056782D026D0D4100EA8B81D69C2F4100B47F769C6E0D410082D24FDB9C2F4100D4931CBB6D0D41
2056340001,499 CITY ISLAND AVENUE,1,0106000020D7080000010000000103000000010000001400000000EB876957D12F4100363468967A0E418042E81803D02F41003CD4213E790E4180DAE395F6CF2F4100422F7931790E41007828F8F5CF2F41004E958241790E4100C13B41EDCF2F41004403E65C790E41800BD08AE4CF2F4100E250625F790E41001AE9A8AACF2F4100A01E1B2B790E4100CB7C4473CF2F410056E8D1F6780E4100BFAFDA40CF2F41008C7795B8780E410057713B40CF2F4100B270BA95780E41007157C338CF2F410090904989780E41001557C11CCF2F4100B2DD6D66780E41804A79D10DCF2F41006E3E7361780E41802B4E7B04CF2F4100B270BA95780E4100288AADF3CE2F4100AAB0B70F790E41000AB557EACE2F4100385895A7790E41005B56E8E9CE2F41005AB3C3B3790E4100ADF257ECD02F4100CC982DBC7B0E41805A7FF727D12F410026327EF87B0E4100EB876957D12F4100363468967A0E41
2057860196,3216 JOHNSON AVENUE,1,0106000020D7080000010000000103000000010000000B00000000A2F03510CC2E41007A286FE3E90F41004A9B0A06CC2E4100D4916E40E90F418030F2EC79CB2E4100DA6B64C8E90F4100071E6A45CB2E4100F85B33E0E90F41801A86F345CB2E410050F45600EA0F4100678B8B46CB2E410098847620EA0F4100EB023247CB2E4100CCB49040EA0F4100A842E747CB2E4100EC30A660EA0F41809CC9AA48CB2E4100FCF8B680EA0F418026F39449CB2E41002ADE2BA4EA0F4100A2F03510CC2E41007A286FE3E90F41
3000560037,199 YORK STREET,1,0106000020D708000001000000010300000001000000050000008031FFF5462F2E4100AEBAD123CA074100A5ED6C422F2E410084F5276DC807410020D2ADDB2E2E41000E99A57FC8074100AE6437E02E2E4100A03E6A36CA07418031FFF5462F2E4100AEBAD123CA0741
3002970048,193 CONGRESS STREET,1,0106000020D7080000010000000103000000010000000A000000807ECF5306152E4100325A623F34074100E48F73FF142E4100882342F4330741005B00FDBF142E4100AA9CD13E310741804B7EA38F142E41003A7944853107410073F78BA2142E4100C2D3A9533207410045F68BAB142E4100387400B6320741801F9385B3142E4100605D250D330741009BFB7AC5142E41008E0C5FD1330741007224FBD5142E4100208EAB85340741807ECF5306152E4100325A623F340741
3004070013,572 BALTIC STREET,1,0106000020D708000001000000010300000001000000050000008062D7FEB82F2E4100B0A0BE86E006410067FB9F592F2E4100C85B41A2DD0641805EDF0E2A2F2E410014FB4103DE06410066C170892F2E41005C1CD8E7E006418062D7FEB82F2E4100B0A0BE86E00641
3005190012,26 DELAVAN STREET,1,0106000020D708000001000000010300000001000000070000008047432368FB2D41007A122B1ECF0641802D10B858FA2D410022105A52CA06410099FDE3B2F92D4100B00D2AA3CC06410010707B3BFA2D41004C34100DCF064100BF3EABBDFA2D4100B2A3A93BCD064180D3399C44FB2D41006A31189ECF06418047432368FB2D41007A122B1ECF0641
3005810001,98 LORRAINE STREET,4,0106000020D7080000010000000103000000010000000500000080349EC090FF2D41007ED7DD2B8C064100BA903A53FE2D4100CE7477BB7E064180D0983757FB2D4100D40D37158306418073947492FC2D4100DAF78B8890064180349EC090FF2D41007ED7DD2B8C0641
3006570059,169 27 STREET,1,0106000020D70800000100000001030000000100000005000000801C12F8AA092E41004284F070F3054100C8A1B72B092E410068B1DCE4F005410019FAB60A092E41007E314E4DF10541806C3FF789092E4100545861D9F30541801C12F8AA092E41004284F070F30541
3007720043,4826 3 AVENUE,1,0106000020D70800000100000001030000000100000005000000003B85C5D2EA2D4100C21FE3CE6D0541802457ECB1EA2D41001C04A02B6D0541005DCD4713EA2D41009A2426206F05410073D02034EA2D410044EC69C36F0541003B85C5D2EA2D4100C21FE3CE6D0541
3009390040,296 FLATBUSH AVENUE,1,0106000020D708000001000000010300000001000000070000000060D61951432E4100183DAA68BE064180C052A803432E4100A4A4D2B9BD0641806C0494DD422E4100001E7C92BC064180D92D3BB1422E410074F819EEBC0641809E1170DF422E4100FA327954BE06418002B87338432E41007A046F1DBF06410060D61951432E4100183DAA68BE0641
3010310071,29 14 STREET,1,0106000020D7080000010000000103000000010000000500000080FE4C4015102E41003C06E1826406418059901FF00F2E4100AA8B54E164064180417E8860102E410004F20AA367064100E60FA985102E410094C0964467064180FE4C4015102E41003C06E182640641
3011340039,1096 PACIFIC STREET,1,0106000020D7080000010000000103000000010000000900000000DACA6981682E4100326D0ABEC20641001261D812682E4100BE441F85BD06418069D791F8672E4100FE17E0A1BD0641003F13AEDE672E41006E33802CBC06418052316179672E41004A2C599BBC064100F08021AA672E41006EA06B5ABF06418021C819A0672E4100FC9E6B65BF064100492638E7672E410036171567C3064100DACA6981682E4100326D0ABEC20641
3012030030,1504 ATLANTIC AVENUE,1,0106000020D7080000010000000103000000010000000800000000833467C7872E410096475F27BC064180B4B63CB9872E41002295A70AB9064100FD161375872E41009A196B1EB9064100ACA4C475872E410068B46545B9064100494AA830872E4100F0C56F59B90641007F44D033872E4100B8B4F20ABA064180600B1F3E872E41009AD7A94EBC064100833467C7872E410096475F27BC0641
3012840037,1332 PRESIDENT STREET,1,0106000020D70800000100000001030000000100000005000000802A085D877F2E41000CAC2E00480641007D8118757F2E41001CDDAEF943064100C7F4B8397F2E4100C01EA60A440641007325FD4B7F2E41007E291911480641802A085D877F2E41000CAC2E00480641
