borocode,ntacode,ntaname,ntacount,decade_built,decade_count,build_rat
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1870s,1,0.007718432
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1880s,4,0.030873726
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1890s,194,1.497375733
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1900s,977,7.540907688
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1910s,1525,11.77060821
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1920s,3576,27.60111145
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1930s,1605,12.38808274
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1940s,523,4.036739734
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1950s,499,3.851497376
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1960s,897,6.923433158
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1970s,429,3.311207163
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1980s,435,3.357517752
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1990s,337,2.601111454
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,2000s,1135,8.760419883
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,2010s,255,1.968200062
BX,BX10,Pelham Bay-Country Club-City Island,6018,1840s,1,0.016616816
BX,BX10,Pelham Bay-Country Club-City Island,6018,1860s,1,0.016616816
BX,BX10,Pelham Bay-Country Club-City Island,6018,1870s,2,0.033233632
BX,BX10,Pelham Bay-Country Club-City Island,6018,1880s,3,0.049850449
BX,BX10,Pelham Bay-Country Club-City Island,6018,1890s,48,0.797607178
BX,BX10,Pelham Bay-Country Club-City Island,6018,1900s,97,1.611831173
BX,BX10,Pelham Bay-Country Club-City Island,6018,1910s,193,3.20704553
BX,BX10,Pelham Bay-Country Club-City Island,6018,1920s,1740,28.91326022
BX,BX10,Pelham Bay-Country Club-City Island,6018,1930s,867,14.40677966
BX,BX10,Pelham Bay-Country Club-City Island,6018,1940s,428,7.111997341
BX,BX10,Pelham Bay-Country Club-City Island,6018,1950s,843,14.00797607
BX,BX10,Pelham Bay-Country Club-City Island,6018,1960s,920,15.28747092
BX,BX10,Pelham Bay-Country Club-City Island,6018,1970s,189,3.140578265
BX,BX10,Pelham Bay-Country Club-City Island,6018,1980s,71,1.179793951
BX,BX10,Pelham Bay-Country Club-City Island,6018,1990s,95,1.578597541
BX,BX10,Pelham Bay-Country Club-City Island,6018,2000s,191,3.173811898
BX,BX10,Pelham Bay-Country Club-City Island,6018,2010s,34,0.564971751
BX,BX13,Co-op City,2405,1890s,7,0.291060291
BX,BX13,Co-op City,2405,1900s,13,0.540540541
BX,BX13,Co-op City,2405,1910s,119,4.948024948
BX,BX13,Co-op City,2405,1920s,450,18.71101871
BX,BX13,Co-op City,2405,1930s,354,14.71933472
BX,BX13,Co-op City,2405,1940s,82,3.40956341
BX,BX13,Co-op City,2405,1950s,328,13.63825364
BX,BX13,Co-op City,2405,1960s,278,11.55925156
BX,BX13,Co-op City,2405,1970s,127,5.280665281
BX,BX13,Co-op City,2405,1980s,77,3.201663202
BX,BX13,Co-op City,2405,1990s,89,3.700623701
BX,BX13,Co-op City,2405,2000s,241,10.02079002
BX,BX13,Co-op City,2405,2010s,48,1.995841996
BX,BX14,East Concourse-Concourse Village,4527,1800s,1,0.022089684
BX,BX14,East Concourse-Concourse Village,4527,1870s,1,0.022089684
BX,BX14,East Concourse-Concourse Village,4527,1880s,10,0.220896841
BX,BX14,East Concourse-Concourse Village,4527,1890s,302,6.671084603
BX,BX14,East Concourse-Concourse Village,4527,1900s,558,12.32604374
BX,BX14,East Concourse-Concourse Village,4527,1910s,636,14.0490391
BX,BX14,East Concourse-Concourse Village,4527,1920s,1247,27.54583609
BX,BX14,East Concourse-Concourse Village,4527,1930s,568,12.54694058
BX,BX14,East Concourse-Concourse Village,4527,1940s,112,2.474044621
BX,BX14,East Concourse-Concourse Village,4527,1950s,108,2.385685885
BX,BX14,East Concourse-Concourse Village,4527,1960s,172,3.799425668
BX,BX14,East Concourse-Concourse Village,4527,1970s,243,5.367793241
BX,BX14,East Concourse-Concourse Village,4527,1980s,70,1.546277888
BX,BX14,East Concourse-Concourse Village,4527,1990s,50,1.104484206
BX,BX14,East Concourse-Concourse Village,4527,2000s,180,3.976143141
BX,BX14,East Concourse-Concourse Village,4527,2010s,84,1.855533466
BX,BX17,East Tremont,7398,1800s,2,0.027034334
BX,BX17,East Tremont,7398,1890s,485,6.555825899
BX,BX17,East Tremont,7398,1900s,803,10.85428494
BX,BX17,East Tremont,7398,1910s,1110,15.00405515
BX,BX17,East Tremont,7398,1920s,1529,20.66774804
BX,BX17,East Tremont,7398,1930s,825,11.15166261
BX,BX17,East Tremont,7398,1940s,125,1.68964585
BX,BX17,East Tremont,7398,1950s,155,2.095160854
BX,BX17,East Tremont,7398,1960s,115,1.554474182
BX,BX17,East Tremont,7398,1970s,80,1.081373344
BX,BX17,East Tremont,7398,1980s,135,1.824817518
BX,BX17,East Tremont,7398,1990s,452,6.109759394
BX,BX17,East Tremont,7398,2000s,856,11.57069478
BX,BX17,East Tremont,7398,2010s,147,1.98702352
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1840s,1,0.015701052
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1860s,1,0.015701052
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1890s,310,4.867326111
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1900s,771,12.10551107
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1910s,614,9.64044591
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1920s,1499,23.5358769
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1930s,1015,15.93656775
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1940s,409,6.421730256
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1950s,279,4.3805935
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1960s,293,4.600408227
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1970s,91,1.428795729
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1980s,126,1.978332548
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,1990s,68,1.067671534
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,2000s,229,3.595540901
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,2010s,75,1.177578898
BX,BX22,North Riverdale-Fieldston-Riverdale,6369,2020s,1,0.015701052
BX,BX26,Highbridge,5097,1800s,3,0.058858152
BX,BX26,Highbridge,5097,1880s,13,0.255051991
BX,BX26,Highbridge,5097,1890s,503,9.868550128
BX,BX26,Highbridge,5097,1900s,566,11.10457132
BX,BX26,Highbridge,5097,1910s,436,8.554051403
BX,BX26,Highbridge,5097,1920s,876,17.18658034
BX,BX26,Highbridge,5097,1930s,908,17.81440063
BX,BX26,Highbridge,5097,1940s,233,4.571316461
BX,BX26,Highbridge,5097,1950s,266,5.218756131
BX,BX26,Highbridge,5097,1960s,152,2.982146361
BX,BX26,Highbridge,5097,1970s,112,2.197371003
BX,BX26,Highbridge,5097,1980s,66,1.294879341
BX,BX26,Highbridge,5097,1990s,153,3.001765745
BX,BX26,Highbridge,5097,2000s,219,4.296645085
BX,BX26,Highbridge,5097,2010s,119,2.33470669
BX,BX27,Hunts Point,5309,1800s,4,0.075343756
BX,BX27,Hunts Point,5309,1820s,3,0.056507817
BX,BX27,Hunts Point,5309,1840s,1,0.018835939
BX,BX27,Hunts Point,5309,1850s,9,0.169523451
BX,BX27,Hunts Point,5309,1860s,2,0.037671878
BX,BX27,Hunts Point,5309,1880s,10,0.18835939
BX,BX27,Hunts Point,5309,1890s,491,9.248446035
BX,BX27,Hunts Point,5309,1900s,618,11.64061028
BX,BX27,Hunts Point,5309,1910s,496,9.34262573
BX,BX27,Hunts Point,5309,1920s,1163,21.90619702
BX,BX27,Hunts Point,5309,1930s,939,17.68694669
BX,BX27,Hunts Point,5309,1940s,180,3.390469015
BX,BX27,Hunts Point,5309,1950s,160,3.013750235
BX,BX27,Hunts Point,5309,1960s,214,4.03089094
BX,BX27,Hunts Point,5309,1970s,82,1.544546996
BX,BX27,Hunts Point,5309,1980s,81,1.525711057
BX,BX27,Hunts Point,5309,1990s,208,3.917875306
BX,BX27,Hunts Point,5309,2000s,183,3.446976832
BX,BX27,Hunts Point,5309,2010s,64,1.205500094
BX,BX28,Van Cortlandt Village,5651,1800s,1,0.017695983
BX,BX28,Van Cortlandt Village,5651,1890s,761,13.46664307
BX,BX28,Van Cortlandt Village,5651,1900s,431,7.626968678
BX,BX28,Van Cortlandt Village,5651,1910s,460,8.140152185
BX,BX28,Van Cortlandt Village,5651,1920s,1048,18.5453902
BX,BX28,Van Cortlandt Village,5651,1930s,1192,21.09361175
BX,BX28,Van Cortlandt Village,5651,1940s,225,3.981596178
BX,BX28,Van Cortlandt Village,5651,1950s,203,3.592284551
BX,BX28,Van Cortlandt Village,5651,1960s,206,3.6453725
BX,BX28,Van Cortlandt Village,5651,1970s,89,1.574942488
BX,BX28,Van Cortlandt Village,5651,1980s,194,3.433020704
BX,BX28,Van Cortlandt Village,5651,1990s,102,1.804990267
BX,BX28,Van Cortlandt Village,5651,2000s,290,5.131835073
BX,BX28,Van Cortlandt Village,5651,2010s,114,2.017342063
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1780s,1,0.017400383
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1860s,1,0.017400383
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1870s,1,0.017400383
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1880s,1,0.017400383
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1890s,1035,18.00939621
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1900s,353,6.142335131
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1910s,478,8.317382982
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1920s,761,13.24169132
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1930s,823,14.32051505
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1940s,575,10.00522011
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1950s,299,5.20271446
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1960s,263,4.576300679
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1970s,92,1.600835218
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1980s,145,2.523055507
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,1990s,167,2.905863929
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,2000s,278,4.837306421
BX,BX29,Spuyten Duyvil-Kingsbridge,5747,2010s,89,1.54863407
BX,BX30,Kingsbridge Heights,5192,1800s,2,0.038520801
BX,BX30,Kingsbridge Heights,5192,1880s,1,0.019260401
BX,BX30,Kingsbridge Heights,5192,1890s,607,11.69106317
BX,BX30,Kingsbridge Heights,5192,1900s,664,12.78890601
BX,BX30,Kingsbridge Heights,5192,1910s,876,16.87211094
BX,BX30,Kingsbridge Heights,5192,1920s,1046,20.14637904
BX,BX30,Kingsbridge Heights,5192,1930s,706,13.59784284
BX,BX30,Kingsbridge Heights,5192,1940s,91,1.752696456
BX,BX30,Kingsbridge Heights,5192,1950s,107,2.060862866
BX,BX30,Kingsbridge Heights,5192,1960s,69,1.328967643
BX,BX30,Kingsbridge Heights,5192,1970s,89,1.714175655
BX,BX30,Kingsbridge Heights,5192,1980s,67,1.290446841
BX,BX30,Kingsbridge Heights,5192,1990s,89,1.714175655
BX,BX30,Kingsbridge Heights,5192,2000s,348,6.702619414
BX,BX30,Kingsbridge Heights,5192,2010s,120,2.311248074
BX,BX31,Allerton-Pelham Gardens,7043,1840s,1,0.014198495
BX,BX31,Allerton-Pelham Gardens,7043,1890s,6,0.08519097
BX,BX31,Allerton-Pelham Gardens,7043,1900s,36,0.511145819
BX,BX31,Allerton-Pelham Gardens,7043,1910s,101,1.434047991
BX,BX31,Allerton-Pelham Gardens,7043,1920s,557,7.908561692
BX,BX31,Allerton-Pelham Gardens,7043,1930s,1026,14.56765583
BX,BX31,Allerton-Pelham Gardens,7043,1940s,1269,18.0178901
BX,BX31,Allerton-Pelham Gardens,7043,1950s,1725,24.49240381
BX,BX31,Allerton-Pelham Gardens,7043,1960s,869,12.33849212
BX,BX31,Allerton-Pelham Gardens,7043,1970s,160,2.271759194
BX,BX31,Allerton-Pelham Gardens,7043,1980s,176,2.498935113
BX,BX31,Allerton-Pelham Gardens,7043,1990s,368,5.225046145
BX,BX31,Allerton-Pelham Gardens,7043,2000s,276,3.918784609
BX,BX31,Allerton-Pelham Gardens,7043,2010s,95,1.348857021
BX,BX33,Longwood,3155,1800s,2,0.063391442
BX,BX33,Longwood,3155,1820s,1,0.031695721
BX,BX33,Longwood,3155,1850s,1,0.031695721
BX,BX33,Longwood,3155,1860s,1,0.031695721
BX,BX33,Longwood,3155,1870s,1,0.031695721
BX,BX33,Longwood,3155,1880s,17,0.538827258
BX,BX33,Longwood,3155,1890s,183,5.800316957
BX,BX33,Longwood,3155,1900s,544,17.24247227
BX,BX33,Longwood,3155,1910s,445,14.10459588
BX,BX33,Longwood,3155,1920s,570,18.06656101
BX,BX33,Longwood,3155,1930s,254,8.050713154
BX,BX33,Longwood,3155,1940s,74,2.34548336
BX,BX33,Longwood,3155,1950s,42,1.331220285
BX,BX33,Longwood,3155,1960s,64,2.028526149
BX,BX33,Longwood,3155,1970s,22,0.697305864
BX,BX33,Longwood,3155,1980s,140,4.437400951
BX,BX33,Longwood,3155,1990s,322,10.20602219
BX,BX33,Longwood,3155,2000s,201,6.370839937
BX,BX33,Longwood,3155,2010s,63,1.996830428
BX,BX34,Melrose South-Mott Haven North,11228,1790s,1,0.008906306
BX,BX34,Melrose South-Mott Haven North,11228,1800s,5,0.044531528
BX,BX34,Melrose South-Mott Haven North,11228,1820s,4,0.035625223
BX,BX34,Melrose South-Mott Haven North,11228,1830s,3,0.026718917
BX,BX34,Melrose South-Mott Haven North,11228,1840s,18,0.160313502
BX,BX34,Melrose South-Mott Haven North,11228,1850s,6,0.053437834
BX,BX34,Melrose South-Mott Haven North,11228,1860s,7,0.06234414
BX,BX34,Melrose South-Mott Haven North,11228,1870s,7,0.06234414
BX,BX34,Melrose South-Mott Haven North,11228,1880s,16,0.142500891
BX,BX34,Melrose South-Mott Haven North,11228,1890s,1538,13.69789811
BX,BX34,Melrose South-Mott Haven North,11228,1900s,2192,19.52262202
BX,BX34,Melrose South-Mott Haven North,11228,1910s,1249,11.12397577
BX,BX34,Melrose South-Mott Haven North,11228,1920s,1654,14.73102957
BX,BX34,Melrose South-Mott Haven North,11228,1930s,1488,13.25258283
BX,BX34,Melrose South-Mott Haven North,11228,1940s,340,3.028143926
BX,BX34,Melrose South-Mott Haven North,11228,1950s,289,2.573922337
BX,BX34,Melrose South-Mott Haven North,11228,1960s,303,2.698610616
BX,BX34,Melrose South-Mott Haven North,11228,1970s,126,1.122194514
BX,BX34,Melrose South-Mott Haven North,11228,1980s,131,1.166726042
BX,BX34,Melrose South-Mott Haven North,11228,1990s,509,4.533309583
BX,BX34,Melrose South-Mott Haven North,11228,2000s,616,5.486284289
BX,BX34,Melrose South-Mott Haven North,11228,2010s,215,1.914855718
BX,BX35,Morrisania-Melrose,9758,1800s,1,0.010248002
BX,BX35,Morrisania-Melrose,9758,1880s,5,0.051240008
BX,BX35,Morrisania-Melrose,9758,1890s,936,9.592129535
BX,BX35,Morrisania-Melrose,9758,1900s,1235,12.65628203
BX,BX35,Morrisania-Melrose,9758,1910s,896,9.182209469
BX,BX35,Morrisania-Melrose,9758,1920s,1898,19.45070711
BX,BX35,Morrisania-Melrose,9758,1930s,976,10.0020496
BX,BX35,Morrisania-Melrose,9758,1940s,440,4.509120721
BX,BX35,Morrisania-Melrose,9758,1950s,638,6.538225046
BX,BX35,Morrisania-Melrose,9758,1960s,317,3.24861652
BX,BX35,Morrisania-Melrose,9758,1970s,218,2.234064357
BX,BX35,Morrisania-Melrose,9758,1980s,251,2.572248412
BX,BX35,Morrisania-Melrose,9758,1990s,545,5.585160894
BX,BX35,Morrisania-Melrose,9758,2000s,704,7.214593154
BX,BX35,Morrisania-Melrose,9758,2010s,162,1.660176266
BX,BX36,University Heights-Morris Heights,9927,1860s,2,0.020147074
BX,BX36,University Heights-Morris Heights,9927,1870s,1,0.010073537
BX,BX36,University Heights-Morris Heights,9927,1890s,685,6.900372721
BX,BX36,University Heights-Morris Heights,9927,1900s,694,6.991034552
BX,BX36,University Heights-Morris Heights,9927,1910s,788,7.937947013
BX,BX36,University Heights-Morris Heights,9927,1920s,1510,15.2110406
BX,BX36,University Heights-Morris Heights,9927,1930s,1351,13.60934824
BX,BX36,University Heights-Morris Heights,9927,1940s,836,8.42147678
BX,BX36,University Heights-Morris Heights,9927,1950s,676,6.809710889
BX,BX36,University Heights-Morris Heights,9927,1960s,579,5.832577818
BX,BX36,University Heights-Morris Heights,9927,1970s,621,6.255666364
BX,BX36,University Heights-Morris Heights,9927,1980s,200,2.014707364
BX,BX36,University Heights-Morris Heights,9927,1990s,635,6.39669588
BX,BX36,University Heights-Morris Heights,9927,2000s,461,4.643900473
BX,BX36,University Heights-Morris Heights,9927,2010s,212,2.135589806
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1800s,3,0.022159846
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1880s,4,0.029546462
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1890s,352,2.600088639
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1900s,883,6.522381445
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1910s,1466,10.82877825
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1920s,3922,28.97030581
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1930s,2663,19.67055695
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1940s,587,4.335943271
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1950s,601,4.439355887
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1960s,663,4.897326045
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1970s,401,2.962032797
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1980s,229,1.691534939
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,1990s,413,3.050672182
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,2000s,583,4.306396809
BX,BX37,Van Nest-Morris Park-Westchester Square,13538,2010s,130,0.960260009
BX,BX39,Mott Haven-Port Morris,8490,1790s,2,0.023557126
BX,BX39,Mott Haven-Port Morris,8490,1800s,11,0.129564193
BX,BX39,Mott Haven-Port Morris,8490,1810s,1,0.011778563
BX,BX39,Mott Haven-Port Morris,8490,1820s,2,0.023557126
BX,BX39,Mott Haven-Port Morris,8490,1840s,2,0.023557126
BX,BX39,Mott Haven-Port Morris,8490,1850s,6,0.070671378
BX,BX39,Mott Haven-Port Morris,8490,1860s,7,0.082449941
BX,BX39,Mott Haven-Port Morris,8490,1870s,5,0.058892815
BX,BX39,Mott Haven-Port Morris,8490,1880s,36,0.424028269
BX,BX39,Mott Haven-Port Morris,8490,1890s,488,5.747938751
BX,BX39,Mott Haven-Port Morris,8490,1900s,1169,13.76914016
BX,BX39,Mott Haven-Port Morris,8490,1910s,1484,17.47938751
BX,BX39,Mott Haven-Port Morris,8490,1920s,1029,12.12014134
BX,BX39,Mott Haven-Port Morris,8490,1930s,1179,13.8869258
BX,BX39,Mott Haven-Port Morris,8490,1940s,261,3.074204947
BX,BX39,Mott Haven-Port Morris,8490,1950s,261,3.074204947
BX,BX39,Mott Haven-Port Morris,8490,1960s,202,2.379269729
BX,BX39,Mott Haven-Port Morris,8490,1970s,126,1.48409894
BX,BX39,Mott Haven-Port Morris,8490,1980s,170,2.002355713
BX,BX39,Mott Haven-Port Morris,8490,1990s,476,5.606595995
BX,BX39,Mott Haven-Port Morris,8490,2000s,484,5.700824499
BX,BX39,Mott Haven-Port Morris,8490,2010s,317,3.733804476
BX,BX40,Fordham South,1690,1890s,35,2.071005917
BX,BX40,Fordham South,1690,1900s,160,9.467455621
BX,BX40,Fordham South,1690,1910s,160,9.467455621
BX,BX40,Fordham South,1690,1920s,241,14.26035503
BX,BX40,Fordham South,1690,1930s,239,14.14201183
BX,BX40,Fordham South,1690,1940s,38,2.24852071
BX,BX40,Fordham South,1690,1950s,106,6.272189349
BX,BX40,Fordham South,1690,1960s,44,2.603550296
BX,BX40,Fordham South,1690,1970s,44,2.603550296
BX,BX40,Fordham South,1690,1980s,70,4.142011834
BX,BX40,Fordham South,1690,1990s,208,12.30769231
BX,BX40,Fordham South,1690,2000s,115,6.804733728
BX,BX40,Fordham South,1690,2010s,29,1.715976331
BX,BX41,Mount Hope,5685,1800s,2,0.035180299
BX,BX41,Mount Hope,5685,1890s,727,12.7880387
BX,BX41,Mount Hope,5685,1900s,693,12.18997361
BX,BX41,Mount Hope,5685,1910s,612,10.7651715
BX,BX41,Mount Hope,5685,1920s,1074,18.89182058
BX,BX41,Mount Hope,5685,1930s,518,9.111697449
BX,BX41,Mount Hope,5685,1940s,75,1.319261214
BX,BX41,Mount Hope,5685,1950s,123,2.163588391
BX,BX41,Mount Hope,5685,1960s,158,2.779243624
BX,BX41,Mount Hope,5685,1970s,55,0.967458223
BX,BX41,Mount Hope,5685,1980s,98,1.723834653
BX,BX41,Mount Hope,5685,1990s,311,5.4705365
BX,BX41,Mount Hope,5685,2000s,708,12.45382586
BX,BX41,Mount Hope,5685,2010s,187,3.28935796
BX,BX43,Norwood,2953,1780s,1,0.033863867
BX,BX43,Norwood,2953,1880s,1,0.033863867
BX,BX43,Norwood,2953,1890s,66,2.235015239
BX,BX43,Norwood,2953,1900s,253,8.567558415
BX,BX43,Norwood,2953,1910s,222,7.51777853
BX,BX43,Norwood,2953,1920s,621,21.02946156
BX,BX43,Norwood,2953,1930s,923,31.25634948
BX,BX43,Norwood,2953,1940s,34,1.151371487
BX,BX43,Norwood,2953,1950s,39,1.320690823
BX,BX43,Norwood,2953,1960s,27,0.914324416
BX,BX43,Norwood,2953,1970s,18,0.609549611
BX,BX43,Norwood,2953,1980s,11,0.37250254
BX,BX43,Norwood,2953,1990s,154,5.215035557
BX,BX43,Norwood,2953,2000s,290,9.820521504
BX,BX43,Norwood,2953,2010s,106,3.589569929
BX,BX44,Williamsbridge-Olinville,17665,1890s,128,0.72459666
BX,BX44,Williamsbridge-Olinville,17665,1900s,347,1.964336258
BX,BX44,Williamsbridge-Olinville,17665,1910s,860,4.86838381
BX,BX44,Williamsbridge-Olinville,17665,1920s,4927,27.8913105
BX,BX44,Williamsbridge-Olinville,17665,1930s,4127,23.36258138
BX,BX44,Williamsbridge-Olinville,17665,1940s,1819,10.29719785
BX,BX44,Williamsbridge-Olinville,17665,1950s,2355,13.33144636
BX,BX44,Williamsbridge-Olinville,17665,1960s,1084,6.136427965
BX,BX44,Williamsbridge-Olinville,17665,1970s,261,1.477497877
BX,BX44,Williamsbridge-Olinville,17665,1980s,96,0.543447495
BX,BX44,Williamsbridge-Olinville,17665,1990s,178,1.00764223
BX,BX44,Williamsbridge-Olinville,17665,2000s,777,4.398528163
BX,BX44,Williamsbridge-Olinville,17665,2010s,198,1.120860459
BX,BX46,Parkchester,1954,1880s,2,0.102354145
BX,BX46,Parkchester,1954,1890s,12,0.614124872
BX,BX46,Parkchester,1954,1900s,60,3.07062436
BX,BX46,Parkchester,1954,1910s,409,20.93142272
BX,BX46,Parkchester,1954,1920s,558,28.55680655
BX,BX46,Parkchester,1954,1930s,360,18.42374616
BX,BX46,Parkchester,1954,1940s,79,4.042988741
BX,BX46,Parkchester,1954,1950s,50,2.558853634
BX,BX46,Parkchester,1954,1960s,59,3.019447288
BX,BX46,Parkchester,1954,1970s,48,2.456499488
BX,BX46,Parkchester,1954,1980s,47,2.405322416
BX,BX46,Parkchester,1954,1990s,40,2.047082907
BX,BX46,Parkchester,1954,2000s,100,5.117707267
BX,BX46,Parkchester,1954,2010s,36,1.842374616
BX,BX49,Pelham Parkway,7726,1810s,1,0.012943308
BX,BX49,Pelham Parkway,7726,1890s,72,0.931918198
BX,BX49,Pelham Parkway,7726,1900s,319,4.128915351
BX,BX49,Pelham Parkway,7726,1910s,681,8.814392959
BX,BX49,Pelham Parkway,7726,1920s,1538,19.90680818
BX,BX49,Pelham Parkway,7726,1930s,1524,19.72560186
BX,BX49,Pelham Parkway,7726,1940s,1018,13.17628786
BX,BX49,Pelham Parkway,7726,1950s,754,9.759254465
BX,BX49,Pelham Parkway,7726,1960s,374,4.840797308
BX,BX49,Pelham Parkway,7726,1970s,114,1.475537147
BX,BX49,Pelham Parkway,7726,1980s,113,1.462593839
BX,BX49,Pelham Parkway,7726,1990s,333,4.310121667
BX,BX49,Pelham Parkway,7726,2000s,345,4.465441367
BX,BX49,Pelham Parkway,7726,2010s,119,1.540253689
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1870s,1,0.004547935
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1880s,6,0.027287611
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1890s,257,1.168819356
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1900s,671,3.051664544
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1910s,2040,9.277787884
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1920s,6098,27.73330908
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1930s,3530,16.05421139
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1940s,1086,4.939057668
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1950s,2189,9.955430235
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1960s,2521,11.46534473
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1970s,765,3.479170457
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1980s,352,1.600873204
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,1990s,503,2.287611424
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,2000s,962,4.375113698
BX,BX52,Schuylerville-Throgs Neck-Edgewater Park,21988,2010s,174,0.791340731
BX,BX55,Soundview-Bruckner,7836,1800s,1,0.012761613
BX,BX55,Soundview-Bruckner,7836,1850s,1,0.012761613
BX,BX55,Soundview-Bruckner,7836,1880s,7,0.089331291
BX,BX55,Soundview-Bruckner,7836,1890s,117,1.493108729
BX,BX55,Soundview-Bruckner,7836,1900s,276,3.522205207
BX,BX55,Soundview-Bruckner,7836,1910s,772,9.851965288
BX,BX55,Soundview-Bruckner,7836,1920s,2063,26.32720776
BX,BX55,Soundview-Bruckner,7836,1930s,1079,13.7697805
BX,BX55,Soundview-Bruckner,7836,1940s,388,4.95150587
BX,BX55,Soundview-Bruckner,7836,1950s,547,6.980602348
BX,BX55,Soundview-Bruckner,7836,1960s,677,8.639612047
BX,BX55,Soundview-Bruckner,7836,1970s,212,2.70546197
BX,BX55,Soundview-Bruckner,7836,1980s,256,3.266972945
BX,BX55,Soundview-Bruckner,7836,1990s,372,4.747320061
BX,BX55,Soundview-Bruckner,7836,2000s,577,7.36345074
BX,BX55,Soundview-Bruckner,7836,2010s,150,1.91424196
BX,BX59,Westchester-Unionport,8385,1800s,1,0.011926058
BX,BX59,Westchester-Unionport,8385,1850s,1,0.011926058
BX,BX59,Westchester-Unionport,8385,1860s,2,0.023852117
