"bbl","irrlotcode","lotarea","lotfront","lotdepth","front_depth_product","pluto_shape_area","geom"
"2036470001.0","N",40000,"200","200","40000","52205.5509079839","0106000020D70800000100000001030000000100000025000000002DF7D1C8092F4100264B28B9230D4100D972A5CD092F4100D0D3B82C230D41008B79D3CD092F410060F041DD220D4100FDC93BCF092F4100D6453FB3220D4100CFA152D3092F4100E47C5780220D41808C9678E1092F410070799FCD210D41808A0184EA092F410028640A2D210D4180C345E6EC092F410024F1CDFF200D410022C4A5F1092F41005C5F54A3200D4180705C72F8092F4100FCD00532200D41003127D8FE092F4100508DDFED1F0D41008EC2D0020A2F410014415FA31F0D41004F193C020A2F4100B6C7F3631F0D4100369DA8000A2F410020DB4F361F0D4100989C3D000A2F410098BE12F61E0D4100A13A37FF092F4100D6E2F3941E0D41806C5218FD092F41005C3843371E0D4180D637E0FA092F41008C5578F71D0D41004FE01EF7092F41000C772EA61D0D4100C23DB8F6092F4100BAFF45851D0D4180BFE560EC092F4100665BF37D1D0D4100F55E835A082F41008AC269611C0D41000C485E18082F41008466F786220D41808B87B5DD082F41001AC7B012230D410015F7A4A5092F4100CC7E40A0230D41804263C381092F4100AAE4D1BC260D4180A3EFC549092F4100A489CA972B0D4180E8496180092F4100424A0C522C0D4100ADE98BD3092F41006A12A75A250D4100224037D5092F41005673FE20250D4180558544D5092F410082A7EBFE240D41807160C7D4092F4100EE2C57E2240D41008DDDC5D3092F4100C0DC2CC0240D4180999275D1092F4100AECC768C240D41803A473ACD092F4100824EB348240D4100DCE207CA092F4100C8E57A0A240D41002DF7D1C8092F4100264B28B9230D41"
"2058090505.0","N",16000,"160.08","130.95","20962.476","19582.8775635457","0106000020D70800000100000001030000000100000039000000000BA44F01DE2E4100F38255862A1041005AEBC805DE2E41008D0EA47C28104180F3A1A0CEDD2E4100928C8F9828104180299B07CADD2E41006452EE582810410047479986DD2E410011E68E6E2810410001A5B174DD2E4100D8B9F10128104100C203EAB6DC2E41002572FC3D2810410010EB8F2BDD2E4100975BCEB6281041003CF9D0CEDC2E4100B9A233192A104100E085DB0FDD2E41005B55915C2A10418087146313DD2E41006A9933602A1041804684F016DD2E410020AFBE632A1041001A7F831ADD2E41007DEC32672A10418004301C1EDD2E410080FB8F6A2A1041800216BA21DD2E41002ADCD56D2A10410015315D25DD2E4100793804712A1041007485B22CDD2E4100040E1A772A1041001DD51A34DD2E41001FD0D07C2A1041000B1E953BDD2E4100C52627822A1041009BA4583FDD2E41008D34AE842A104100E71DEB46DD2E4100001373892A104180A33BBA4ADD2E4100AB8DB08B2A10418044B66252DD2E4100E399E18F2A10418027BD3B56DD2E41006ED5D4912A1041001108F75DDD2E4100660D71952A10418016F6D861DD2E4100D05D19972A1041002669BD65DD2E4100D87BA8982A1041003F61A469DD2E410080BD1E9A2A1041008ADE7871DD2E4100AA53BF9C2A104100BB0D6675DD2E41002CA8E99D2A104100F3155579DD2E41004C74FA9E2A10410032CC457DDD2E4100090EF29F2A104100C0962B85DD2E41005DA894A12A1041800E552089DD2E4100F1523FA22A1041806015168DDD2E410024CBD0A22A1041000DC50395DD2E410060CCA6A32A104180665EFB98DD2E41006955EBA32A104180C178F39CDD2E4100105616A42A1041807903E4A4DD2E410033681FA42A104180D41DDCA8DD2E4100AE23FDA32A1041802EE2D3ACDD2E4100C902C2A32A104180DD12C2B4DD2E4100D179FDA22A10410030FEB7B8DD2E4100C11375A22A1041807F12ADBCDD2E41004F25D3A12A10410011B493C4DD2E4100405942A02A104180521685C8DD2E4100A47B539F2A1041808C9F74CCDD2E4100A8C14B9E2A104180EC7C4ED4DD2E4100855EEF9B2A104100117B38D8DD2E410062619B9A2A1041802C1F20DCDD2E4100DCDB2D992A1041804859E8E3DD2E4100AEE507962A104180466EC8E7DD2E4100041F4F942A10418021DC7FEFDD2E410090A692902A104180FCDE56F3DD2E4100C4F48E8E2A1041008CD0FAFADD2E410011FE3D8A2A1041003F69C7FEDD2E41002863F0872A1041000BA44F01DE2E4100F38255862A1041"
"3008030150.0","N",417546,"0","0","0","252252.56790269","0106000020D7080000010000000103000000010000002D000000004332B106D52D4100BA3A18628C0541008EB14D7AD52D4100B4D221F58A0541805F7250FAD42D4100B0D4786F880541008EA8A7BED42D41005611CE2B89054180B4612A79D42D41001A7D42CD87054180C7F11FA5D42D410034047D42870541801AF0FAC0D32D4100742397C382054180F731DB8ED72D4100146143C176054180A4330073D82D4100D44129407B054100B8366D7FD82D410058ECD77E7B054180DB0154DAD92D41007E9FBF3777054180C8FEE6CDD92D4100F84810F9760541002E50F1D2DB2D41002066DF98700541808E1E1BB3DA2D410054C0D8EC6A054180044D5E16D32D41001C7D9CF4820541006B4AB215D32D41005065BBF6820541805ACB6596D32D4100FAAC0DC185054180F69FAEDBD22D4100B813120F8805418065A89CCED22D4100EEA2D5D087054100516163C8D22D41005C2643E287054100C7CFD35FD22D4100067EF7D48505418063868309D12D4100867D68128A05418056ACB272D12D41003ED8371D8C054100F0F29353D12D41008449CC808C0541000A68E899D12D41003A214FE28D05410008B867B8D12D410036A3B4838D054100C2CCB81FD22D41004E04078C8F0541808BD3A776D32D4100C8AC944E8B0541800142180ED32D41005EA1C248890541807F1DF114D32D41000AD9DC2F89054180EDFADE07D32D4100DEB51CF488054100196BB8C0D32D410000908EAD86054180D907A549D42D4100C45F7B8989054100809CF05CD42D41009CE8BB4D8905410079366EB8D42D41006ABFC5218B0541804DCD7ACAD42D41008AA4E8788B0541006CA2D0D3D42D4100D8D57F628B0541008245A3E4D42D410038E562BF8B05410010CDCEB7D42D4100FACB89478C054100C97F5441D22D4100963567D893054180F5FC945ED22D4100808BC66D9405410010CDCEB7D42D4100A6AC89368D0541004FE1C7F9D42D4100D226646A8C054180A524EA02D52D4100BA9E734E8C0541004332B106D52D4100BA3A18628C0541"
"3013810001.0","N",37362,"160.58","280","44962.4","39246.9945524029","0106000020D7080000010000000103000000010000000C0000008041E6C940AC2E410012BB11426C0641800D0F1E3DAC2E41009444F47B6B06410092A7370AAD2E410006B3A7416B06410000E5F5A6AD2E41008EE613156B064180958F75A2AD2E4100DA9631226A0641808C1BE6A0AD2E410004DDF9CD69064100F8407679AD2E4100664830D969064100A9164950AD2E4100B005E5E4690641001CA1A240AD2E410012F6509866064100E5F92F63AB2E4100400B0F20670641801A3B927CAB2E4100E69ADA796C06418041E6C940AC2E410012BB11426C0641"
"3020160042.0","N",16249,"0","0","0","16248.6904724175","0106000020D708000001000000010300000001000000080000000083DFFC07692E410016A311A0D806418091F89E0B692E41004C6662BDDC06418054D7E0DF682E4100D24756EDDC0641807C44AAB9682E4100E4093A17DD0641806B4DC8FA682E41000C318CD9E006410059B99849692E4100A6B9F585E0064100FF836D93692E4100B0FF3507D806410083DFFC07692E410016A311A0D80641"
"3075750054.0","N",23835,"110.33","215.75","23803.6975","22111.3919062561","0106000020D708000001000000010300000001000000060000008035568F147B2E41002662D72EA304418097EAA761792E4100AA2ED836A204418030A5C9A5792E410058F319D2A2044180B7B3F988792E4100063118FDA50441009CDE27057B2E41002484CFD0A604418035568F147B2E41002662D72EA30441"
"4012640014.0","N",37000,"370","100","37000","35671.5936988655","0106000020D7080000010000000103000000010000000A00000080F0ABEF9AFA2E4100E856B831070A41003D9C46E4F92E41001CCE17C9060A4180DE69917DF92E4100B404F45F120A4100A7EAB232FA2E41001ECEB4C7120A4180A705C35AFA2E4100B223C0530E0A410029B29A70FA2E41001E3724A10E0A4100C1C9AAB2FA2E41005E5E53B80D0A4180C82C6E7DFA2E410096E0B2FB0C0A41001651A963FA2E4100EAC781560D0A4180F0ABEF9AFA2E4100E856B831070A41"
"4043500050.0","N",442636,"0","0","0","442635.788542214","0106000020D7080000010000000103000000010000001C0000008057E902515B2F4100BAAA096EE30A4100A65AE0CE5E2F4100CEBA41CFD10A4100C336F9D05E2F4100F69056C1D10A4180D3838AD25E2F4100E6C26EB5D10A410084673CD35E2F4100BEA4B4AFD10A4180EF09A3D45E2F41002E2EA3A2D10A4180452104D65E2F4100C61CC492D10A4100C4A26FD75E2F4100E4D7CA7BD10A4180B7FE32D85E2F4100F09AD565D10A418087BF68D85E2F4100FC4D0354D10A4180DE123DD85E2F410034B13341D10A4100F8E33AD75E2F41001C294325D10A4100F271ACD55E2F41006CCF140ED10A418051ABB3D35E2F410004708EF9D00A4100B21CECCF5E2F4100627238DDD00A4180473AA5CA5E2F4100722510C1D00A41008275C2C45E2F4100AC441EAAD00A4100C4E323BF5E2F4100B6E09599D00A4100A6462AB95E2F41002CE9438CD00A4100FBD787B25E2F41000CA8A281D00A4100C29B7EAB5E2F410042A0737AD00A418096A6C3A55E2F41008E946D77D00A4180B430C89D5E2F4100D6DF3D77D00A4100BF51C4FB562F41002A4F1BBCD20A41002AEE5311572F41008CD1ED76DB0A418068344E2D572F41004C3C7872DB0A4180DE7C9E42572F4100D0767A13E40A418057E902515B2F4100BAAA096EE30A41"
"4050057502.0","N",27515,"0","0","0","27366.1099806423","0106000020D7080000010000000103000000010000000900000080F7E45BC6922F41003896C570A20A4180822491C8922F4100422FF4C4A50A4100F3182A59932F410080A98C21A60A4180045E375A932F4100645351B7A70A4180E855B688932F4100968617D5A70A4100516CF953942F410030CA4157A80A4100A50AB350942F410020E85367A30A4100B480CA75932F4100989275DEA20A4180F7E45BC6922F41003896C570A20A41"
"4050117504.0","N",26791,"0","0","0","27025.8375134545","0106000020D708000001000000010300000001000000120000008072F100AF822F4100D67BD2AF820A41801E9A18E2822F410082BE2261800A410089DC2716832F4100ECA544077E0A41001E487539832F4100E096226F7C0A41806159A2D9822F41009A9670007C0A4100C709CA7F822F4100D24107E97F0A4100D9242727822F410010AD607F7F0A4100AA940925822F41004EF7DA7C7F0A410049BE30F7812F4100E00735467F0A4100991973ED812F4100F27A983A7F0A4100102320C9812F4100723F4D0F7F0A4180D8CB9DB3812F41008875F807800A4100E20FA66F812F4100ACF5C019830A4100BCF55B9D812F4100F2EDC054830A4180DF1FF4CC812F41009C172F92830A41002A74CE21822F41005613B4FF830A4100782AB086822F41001A17E981840A418072F100AF822F4100D67BD2AF820A41"
"4093310084.0","N",18574,"79","310","24490","18848.1218653565","0106000020D7080000010000000103000000010000000C000000806F93E0B77F2F41002EBF2E86B80741008F5EA4F87E2F41000ADE8067B7074180DFD3350F7F2F4100E8DD9B77B60741803B89A8387F2F41004C9505BFB40741005B310BD17E2F41005C58B223B4074100F20188C47E2F4100FAA2B5A8B4074100F9693EA17D2F410090890CF4B20741801E206B687D2F4100EC378B53B50741005055C38B7E2F4100A0DD2404B7074180FDD06B8B7E2F4100B223C807B7074180BE5D45B27F2F4100C695C8C1B80741806F93E0B77F2F41002EBF2E86B80741"
"4094350016.0","N",61050,"330","185","61050","49531.0596479115","0106000020D7080000010000000103000000010000000B00000080C645BAE77B2F41003A6D004F6B0741008DD2D7037C2F4100263928236A07418036AD10B57C2F4100EE5DF6296B074100CDA53F307D2F41003CB8CE1166074180EBCD75AC7C2F410022A0604E65074180D98C2EE97C2F4100B6CECDC662074100EB31BEBC7C2F4100C20BE88462074180B814A40B7C2F4100A8EB467E61074180B7D188237B2F41008EA89B296B074100060ADBD27B2F41006E2A982D6C074180C645BAE77B2F41003A6D004F6B0741"
"4158740008.0","N",56012,"164","488.75","80155","55387.9679546466","0106000020D7080000010000000103000000010000000800000000AB98728CF62F4100C060A7DBF6024180A5970FC2F52F410070EB9187F6024100E01D020BF62F41007A4FE855E9024180FF6C7249F52F41008C181E17E9024180969495EDF42F41003A93562DF80241001ACB1B3AF62F41003CE9E2E5F80241003042B180F62F4100C8900E0DF9024100AB98728CF62F4100C060A7DBF60241"
"5024510056.0","N",81166,"360","351","126360","84084.0511957651","0106000020D7080000010000000103000000010000003600000080C5E40B7AB32C4100E492483077024180FA396A05B42C4100267E2286750241000F297A34B42C410068193CF6740241009B3373C0B42C410084FD3C4A7302410013D55F25B52C410092F3A3157202410000855DD9B42C4100381DAE717102418013908FADB32C4100B07599FB6A024100FF12BA94B32C410050882BF2680241801DC7B728B32C410010E26D3C6A02418063BD383AB22C410044A401976502410070F8E0DEB22C41005A48889F63024180B1578FCBB22C410022F280356302410057DA4DA0B22C4100DCBDC4B963024180DAA91D78B22C41004871A63464024100D05A5E52B22C4100D88F12A864024100C50B9F2CB22C410062567D1B65024100BBE7DF06B22C4100F274E98E65024180AF6D20E1B12C410080E7540266024100A51E61BBB12C41000C5AC075660241809ACFA195B12C41009C782CE9660241808F80E26FB12C41002AEB975C670241008531234AB12C4100B65D03D0670241007AE26324B12C4100467C6F436802418059F7ED1EB12C4100DCDC205468024180EB0687E0B02C4100A220163668024180474BB661B02C4100B635A2BD6502418051A8C8F8AF2C41001AE155B263024180C2989B4BB02C4100965C55A5670241809559C19DB02C41001E5412906B024180E4F32A0BB12C4100C46585416A024180D7014F82B12C410052FC38D568024180105968B1B12C41002207354568024180E5E5DF14B22C41007092111567024180C4668F58B22C41007E06A44467024100B9D95E62B22C41002A25894B67024180FEF85A7EB22C410024351AD7670241807B24889EB22C4100FC659277680241007A0AE8C0B22C410042D90123690241800E2D66E2B22C41007ED309CA690241809FDAA904B32C4100A4D8EC746A02410016FA5024B32C4100627BC8126B0241004BCD7C46B32C4100B83A33BD6B0241006D309B67B32C4100C0D15E626C0241804F0C368AB32C410076E5F30E6D0241802D21ADA8B32C41004805E3A66D024180C050F0B3B32C410098FE0DDF6D024100D5E2B8ACB32C41000AABF1AD6E024100B34E523EB32C4100A655B200700241807A22390FB32C4100D29EB59070024100EECFF3A7B22C410086007BCC710241002FF1BC7CB32C41004436B0F1750241807BC5C6D3B22C4100188D52F677024180BE135BFAB22C41007A41B9B678024180C5E40B7AB32C4100E4924830770241"
"5024517501.0","N",80120,"170","622","105740","85558.1832961428","0106000020D7080000050000000103000000010000000600000000B9D95E62B22C41002A25894B67024180C4668F58B22C41007E06A444670241007A1C0CD1B12C41009EDDFFE2680241007D119EF1B12C410014FE6F8569024180FEF85A7EB22C410024351AD767024100B9D95E62B22C41002A25894B6702410103000000010000000600000080C493E37CB32C4100E41BAAFD6602410070F8E0DEB22C41005A48889F6302418063BD383AB22C410044A40197650241801DC7B728B32C410010E26D3C6A024100FF12BA94B32C410050882BF268024180C493E37CB32C4100E41BAAFD66024101030000000100000005000000804F0C368AB32C410076E5F30E6D0241006D309B67B32C4100C0D15E626C024180EB48DEDAB22C4100AEEEB3106E024100CE2479FDB22C410066AE49BD6E0241804F0C368AB32C410076E5F30E6D02410103000000010000000D000000809EEBB3D4B12C41007220F1AE6D0241809EB357D1B12C41009CF32E9E6D024100EB876128B12C4100704AD1A26F0241809EEAEA51B12C4100E427F87170024180992A16FFB12C410036F998D17302410058EE9ACFB22C4100984884E1770241807BC5C6D3B22C4100188D52F6770241002FF1BC7CB32C41004436B0F175024100EECFF3A7B22C410086007BCC710241808301DF7AB22C4100AE76A7EB70024100EE8C7754B22C4100AE81202C70024100DC973A2FB22C41002C836A726F0241809EEBB3D4B12C41007220F1AE6D0241010300000001000000130000008063DB85F5B52C41003C5B75DC7302410013D55F25B52C410092F3A315720241009B3373C0B42C410084FD3C4A730241002E2A5BDFB42C4100BCFDC7F173024180CEE7FBFCB42C410020776492740241805CF5D91AB52C41008C894D3475024100F8EB8139B52C410088807EDA75024100B10F6B57B52C4100DA5FA37C7602410074A3A176B52C41008C0EDB257702418059911A95B52C4100A4AD0ACB77024180E57B7CB3B52C4100E202C06F78024180BDAF6DD1B52C4100E08E101279024100683608EEB52C4100D04621AD79024180972D8612B62C41009A72B045790241001501C83CB62C4100329FE9CD78024100EB901156B62C4100E24D3C867802418081DE6472B62C4100406FF23578024100EED0B6A6B62C41007891A4A17702418063DB85F5B52C41003C5B75DC730241"
"5030750040.0","N",38420,"340","113","38420","17591.2408183464","0106000020D7080000010000000103000000010000000A0000008039AAA98A782D4100F2ED558387034100B1B9B18F782D41005071C7D2870341801005AFB2782D4100BA123CFB8903410024915A63782D4100D09523438C0341804EEDD6F6772D41000048DB618F0341809D3E69E7772D410060AF6BD38F0341803405CDEE772D410024740D12910341009CD535F8772D4100EE65CBA7920341802E4B8645792D41009CC6DE398903418039AAA98A782D4100F2ED5583870341"
"5053037501.0","N",174977,"0","0","0","176498.559434146","0106000020D7080000010000000103000000010000001700000000D194497FD42C41005A3E70FC8F0041001516B363D42C4100FEB2F66E8F00418034110665D42C4100B063F9698F0041000EE6C456D42C410038865B258F004180FCD7E684D52C41004CD7E1868A004180E39B366DD42C4100F25FB33186004180518C196ED42C4100D05D957484004180DBD10A05D42C4100FE8ABAC4820041802AE21E74D32C410094C3EFB381004180235C0562D32C4100B0D4F36E81004180C55E5176D12C4100A0C3E4BA88004100D53858BBD12C410020D706318A004100CF145EE2D12C4100B4404B218B004180AADDA4AAD22C4100646BEB578E004180A22FC634D22C4100642C930F900041802DF3A734D22C41009846F947900041809B673733D22C41002C6E64F792004180C97BB075D22C4100787CEBF592004100EF0A7875D22C4100882528A7960041004F0FFDA0D22C4100DCCEF1FD95004180EE1A9BCDD22C4100F4C1CA9896004180E52E2517D42C41003841DE6191004100D194497FD42C41005A3E70FC8F0041"
"1001420030.0","N",82762,"0","0","0","93850.0044959715","0106000020D70800000100000001030000000100000008000000805FF4BE0FF02D4100BA6FD50880084180FF587AE3F12D4100E2153B967E084180DDFCAD59F12D4100AC42F3CC73084100AC90D82FEE2D410062A5225F7B08418048E85A42EE2D4100361DA4FC7C0841003B970BC6EF2D41007486EFCA7B084180C6E5B5F4EF2D410094963F1E800841805FF4BE0FF02D4100BA6FD508800841"
"1003977503.0","N",33650,"0","0","0","34347.2743624169","0106000020D7080000010000000103000000010000001B000000803C5DBADE282E410016A6BABEB7084100A4C68C5F292E4100587E69A0B60841006BFB04E2292E41006E046F7EB50841001410520C2A2E4100AE5C6A20B5084100C0AA77392A2E4100766412BCB4084180E285E53D2A2E4100BE96ADDBB40841805E2C549B2A2E41006EB32E10B4084100BC777CC32A2E41001E3EEEB6B30841809F4E52BF2A2E41009C7A0A98B3084100AF5F32E12A2E4100860BCE4CB308410052895CE12A2E41001EC0FD4DB30841805A33B3FA2A2E4100EE5B1D16B30841005A2301042B2E41003EB1C601B3084180B6CED6032B2E4100A6509600B30841003437382A2B2E4100D0A38FAAB208410080D6B44D2B2E410078AFE55BB208410083CB466E2B2E41005C123D13B208410052F2468E2B2E41005A4728CCB1084100DCA0A60F2C2E410082D285ACB0084100D267F4092C2E4100C0790184B0084100861F64F32B2E4100D2A738E2AF0841006D01D92F2C2E41001AA52E5DAF0841008E9E7C2B2C2E41006EEA793DAF0841002CA02C712C2E41009AE442ACAE0841805E76407B282E4100FA1BF2F8B40841005503B8DD282E4100C276F8C0B70841803C5DBADE282E410016A6BABEB70841"
"1009990012.0","N",21966,"125","200.83","25103.75","22679.2912600901","0106000020D70800000100000001030000000100000009000000009F3235AF2D2E4100747CB4BA520A410003D0924C2D2E41005CF897DB4F0A410064EB61622D2E41007A3408AB4F0A41806AF6E0FE2C2E4100203FDED34C0A4100D15D06232C2E4100186566BD4E0A4100913D67842C2E4100D0DE2685510A4180D5A55DA72C2E41009E354D37510A41007EA0A10D2D2E4100602C7922540A41009F3235AF2D2E4100747CB4BA520A41"
"2023667501.0","N",35133,"186.33","188.88","35194.0104","35862.0407022934","0106000020D7080000010000000103000000010000001100000000F643322FCD2E410056A52AA9350D41809383BC2BCD2E41002EC811AF350D418044B54B97CC2E41002A8B9D88300D410099D6F804CD2E41005EA7F19C2F0D4100855763FBCC2E41000472D1472F0D4180AD7218CBCC2E4100F0C474E92E0D41000B759761CB2E4100C4A5E033310D410008927FA3CB2E4100F6FBB39E330D4180750A13C1CB2E4100A07BFC23340D410038BF99DACB2E4100BE340DB6340D4100FD56BCEFCB2E4100B88FEF52350D4180AC403200CC2E410070B08AF8350D41006BE0C20BCC2E41005026A6A4360D41009F914612CC2E410066A8F254370D4180C3AEC01FCC2E4100605D55D3370D4100D5556636CD2E4100F211E6F7350D4100F643322FCD2E410056A52AA9350D41"
"3013560050.0","N",42893,"255.58","200","51116","44535.1289795976","0106000020D708000001000000010300000001000000220000008079164365AA2E4100FC9526F28F064100AA8BA977AA2E41002A1755FC93064100DD3B977BAA2E4100488118D994064100DDD1B560AA2E4100889EA7E0940641806535E75AAA2E4100D88C49E2940641801FE0104BAA2E410014CABDE694064100053F7F3AAA2E410016030925950641000923EF19AA2E4100BC20759F95064100B391BC25AA2E41002ACFCC369806418070054E48AA2E41008C09142D98064100C430BB69AA2E41002A91AC23980641003C626B8AAA2E41009A857B1A98064100F8833EADAA2E4100B4EFAF10980641807A503CCFAA2E4100B6262007980641002F9435EFAA2E4100EA7F21FE97064180C83629B7AB2E41005462E4C5970641806D36BEB4AB2E4100E6DE6E39970641002DEE59B2AB2E410096D98DAE960641805A3412B0AB2E410022AD192A96064100D14ADDADAB2E410032B5EAA995064100053F97ABAB2E41002A9AD42595064100B94A72A9AB2E41009A645CA9940641804B9A44A7AB2E4100EEFECB2A940641007207FBA4AB2E41000411F7A593064180DD8278A1AB2E410058241EDA9206418017FA339FAB2E4100BEC6665692064100F9C71A9DAB2E41003AC387DC9106410060A79F9AAB2E4100A699694C910641001CC8EF96AB2E410038214A76900641808AC02B93AB2E41002CE39C9B8F064180D7146206AB2E41004C93F7C38F06410068BD87C9AA2E4100C87268D58F06418093372C97AA2E4100A2FAD7E38F06418079164365AA2E4100FC9526F28F0641"
"3015480001.0","N",44500,"300","200","60000","46965.9469176564","0106000020D7080000010000000103000000010000000C000000009C761CD9B52E41007027F1E1C506418017F0C2CAB52E41004C07ABA2C2064100C8E3E065B52E4100E00682BFC206418019661F3DB52E4100F0FB27CBC2064100D3B70516B52E410030AB55D6C20641005308C0E3B42E4100CA66B4E4C206418038E03EBEB42E410046D86DEFC20641801D7B8992B42E41009E28ECFBC20641802CE71384B42E4100F40750B6BF0641009936D35EB32E41004850240AC0064180CBD8907BB32E4100F6691D8BC60641009C761CD9B52E41007027F1E1C50641"
"4008500050.0","N",854417,"0","0","0","837528.888499783","0106000020D7080000010000000103000000010000002C000000804DCE39EBC62E41008CD7CFC9B00B4180CE91FA37C62E410060447862AD0B4100DD39E54BC62E4100FA575980AD0B41002F81CA64C62E4100D00633A3AD0B418088A64B9FC62E41006AAD60F0AD0B4100459EF2A5C62E410014CF1CFAAD0B41802C9AEC68C62E4100B0EC7222AD0B41004118D9DBC72E41007CFCF398A70B4180F1E796E5C72E410018682CC1A70B4180BE666F1FC82E4100D6BC1DE4A60B4100DEA436F9C72E41004C8A4F46A60B410032B01CA3C82E41005C771BB7A30B4180DD19BCA1C82E41005A6D6BB1A30B41005E415932C92E410032BFC588A10B4180AE9C9B28C92E410096538D60A10B41808A43C973C92E4100108C4141A00B4100C65C7F19C82E4100F0D95D7D9A0B410011F5B120C92E41007C0E8C8F960B4180D49A7298CA2E4100B2B4EE9E9C0B4100A646922ECB2E410012413A619A0B418039436F2EC92E41004C60C01E920B41003B11434FC92E4100F0DE4CA1910B410035AEE6BBC62E41006A42F8FE860B41807C69475BC42E410006CDD414900B4100BB35DC50C32E4100F8FB38908F0B4100CE958818C32E410066742D61900B41806CCE8582C22E41004A4443028E0B4180256AAE8DC12E4100506ED6E58D0B4180859EB283C12E4100B208883D8C0B4180D10CE759C12E410098E623608C0B4180C8084E40C12E41009403ABEE8B0B410058592FD5C02E410068ECE37B8D0B4100FB934896C02E4100D84E24658E0B418092620599C02E4100507538738E0B4100ABA15C19C02E41007899E950900B4100E236ABE6C22E4100A49BC2D99F0B4100AD47FC6BC32E41008857472EA20B4100C4AC429DC42E4100040C0856A80B4100C9338E18C52E4100468E72D2AA0B41002D736F30C52E41002AAFB54DAB0B41006D16C45EC52E4100AAFF4130AC0B4180BB99DB66C52E41003EBB214EAC0B4180ECF51C8FC62E4100E6C183FEB10B41804DCE39EBC62E41008CD7CFC9B00B41"
"4028910001.0","N",284809,"143.75","140.67","20221.3125","284809.407103356","0106000020D7080000010000000103000000010000004A00000080B7EB47F6062F4100DE96700939094100AA64D0AE072F41004606BCA8370941005A08130D082F4100161D91F536094180CA282FC4082F41008286849935094180BF0D037E092F4100EEEF4C38340941806219A4D8092F4100707D088C330941804DFC580D0A2F41005620FD1833094180276601950A2F41009A714023320941802D2D864C0B2F4100942081C430094100B01F30A90B2F4100605766133009418094089B5E0C2F4100E261AAB82E0941009B92C00A0D2F410078C416252D0941804BE6EC300D2F41000C951F892C094180539287780D2F41006AC6CAA52D0941803E04C39E0D2F41001E8AA20A2D0941806C477EE10D2F41005C62D2FB2B094180A19FD9270E2F4100AE794BDE2A094100928BFC4A0E2F410086A33E672B09418058F47BF40E2F4100369660B7280941003EE3F3FB0E2F4100F25011992809410024B8373A0F2F4100E893C28B290941000C50F1670F2F41006C41FA3D2A09410097006A12102F4100D04C288A270941806EBFCA26102F4100D4C0BCD827094100E0A188E9102F4100FC4F41622609410032F9E117112F41002AD14AA32509418035BCB03F112F410098DE46FF240941807F0939FD112F41008074CF92230941800C4F68BD122F4100AE2E3F21220941006E3422E4112F41003E54F0D31E0941809CEF905B102F4100DC64D4C62109410027B63135102F41007427C067220941008F070425102F4100821D3729220941803E7F7D00102F4100D89E81C0220941009001F23D0F2F410040481936240941007175963B0F2F4100C455A03A24094180AADBDE3A0F2F41000673D937240941005EEBFB380F2F41001C55A03F24094180D58ABF7E0E2F4100C6C042A525094180214E5E520E2F4100827E7CFA250941006E1956210E2F4100CCC2A45826094100AA3F075F0D2F4100722EC8CD27094100B59DF5540D2F4100DAAFDBA6270941805FC7483B0D2F410002186C1228094100719038A00C2F41001428323C2909418058B298410C2F41001C27E8F129094180506444190C2F4100645173582909418022D439F30B2F41000C46CDF629094180F682F0430B2F41001095A9922A09418017F1513F0B2F4100F074C4962A0941005B14B3E50A2F410046CF502E2B094100E5808D810A2F4100766AA9D72B094180B44D18210A2F4100868DC57A2C094180A3F726C0092F4100C053B31E2D094100ADF29D5B092F41007E95B4C82D094100A9FA310A092F41002C3663522E0941009D382609092F4100D053F2562E09418036B763ED082F41002608FFCF2E09410072C5D3D2082F410042F4D1432F0941008A2141C8082F41009E76EB712F0941000E6BA4B1082F4100300536A42F0941804B39098E082F4100940767F32F09418081FA5167082F4100B8888249300941805B9D8B41082F4100C4D9859D300941005737E9F8072F4100C4DA103F310941005E1227AC072F4100EC8BF4E931094180DF6BC8FC062F4100CAE840B633094180C1B1F662062F4100CED6FC4935094100C5B8EA74052F410022C8E92537094100163316AD052F41000A80045B38094100A4975C9A052F41000A2E36AD38094100123CF71B062F41005EB46D8A3A09410063EFBB21062F41008C82AB9F3A094180B7EB47F6062F4100DE967009390941"
"4033010056.0","N",15120,"140","108","15120","15838.2972415692","0106000020D7080000010000000103000000010000000C000000009BF8270E662F410040A43F5247084180846D8BF4652F4100EE8D94874A0841001A494BC2652F410018B433414B0841006B06F34D662F410000EFADB34B08410019877350662F4100B0A231A74B08410030E38F88662F410012C51CEE4B084180FCF331CB662F4100149608214C084100CB244BD7662F4100385930384B084100534A49E2662F41001AAEC3D44908418099C044E7662F41009A7A45EC480841000F0F97ED662F410052FD48C5470841009BF8270E662F410040A43F52470841"
"4035900105.0","N",21215,"75","168","12600","20496.7801209582","0106000020D7080000010000000103000000010000000A00000000F1960C50EC2E4100949DB1B4B90741806164202DEB2E4100C06308D7B30741000B0C4925EB2E4100029E24C9B3074100A830C3F9EA2E4100546BB4B1B307418017CB4FF0EA2E4100441BF809B507418057C38ADEEA2E41006E9B3791B7074180DF890500EB2E4100BAEBEA3CB807410081139FF6EA2E41002AD97792B9074180B3795243EC2E410044174C34BA074100F1960C50EC2E4100949DB1B4B90741"
