"bbl","irrlotcode","lotarea","lotfront","lotdepth","front_depth_product","pluto_shape_area","geom"
"4093290067.0","N",22163,"101","300","30300","22163.1227321651","0106000020D7080000010000000103000000010000000900000000CFBF89BB7B2F4100E049E3B2AA074180D4F025F47B2F4100C4B19948A807410093D2DD177B2F4100C2E7E49DA80741800C3BE6BD792F4100B01582FDA8074100CC923DCA792F4100D4EBB979A80741002E2730A7792F4100646AA044A80741007CB81E5E792F4100EE172944AB07418017AEE77F7B2F4100D6FEBEC5AA074100CFBF89BB7B2F4100E049E3B2AA0741"
"4134900024.0","N",27540,"235","149","35015","29960.7914333217","0106000020D7080000010000000103000000010000000A0000000037C427C40B304100E0F373CF2D0641C06AE1A56A0B3041003E003C342F0641809A0522610B304100A8E97B982E064100583A3B4F0B304100B895D6DF2E0641C00375373E0B304100320C55C92D0641008FEBA62C0B304100D8D7D2A92C06418097708ED50A3041000657FE042E064100E0D9860F0B304100BEEE675E320641406B33F8F90B304100DEE34F403106410037C427C40B304100E0F373CF2D0641"
"4158400001.0","N",23738,"190","141","26790","21887.9763698394","0106000020D708000001000000010300000001000000080000008042404EA4E72F4100B6666E12000341801FCDCB63E82F4100B203EC5600034180029B875CE82F41006285968F010341809A06490FE92F4100C05C86CF01034180A9001D28E92F4100DEDB2A9FFD0241806CB09043E82F4100221AED2AFD024180861D3EB7E72F410006128FE3FC02418042404EA4E72F4100B6666E12000341"
"4159000004.0","N",15957,"0","0","0","15956.9669715219","0106000020D7080000010000000103000000010000000F0000000072A7EE43D32F410092A0CD1CF202418034CD2C4DD32F4100400EE867F00241800783324FD32F410034D04208F0024100929E3D26D32F4100DC140FFDEF024100BC350BFDD12F41006A92C8ABEF024180EB79D804D22F4100E01C4B3AEE024100CC889EEFD12F410040E5AD24EE024180CF8D20E8D12F4100B02190AAEF0241008215B8CED12F4100501E8EA5EF024100A1ECA2C3D12F410074853CE6F1024100402BC5F0D12F410048230CF1F10241005FEEBBEED12F41005A9C7951F20241808BF13A0FD32F4100DC49D48DF20241005580C211D32F410044374316F202410072A7EE43D32F410092A0CD1CF20241"
"5001850390.0","N",104274,"9.17","60.17","551.7589","104273.675283266","0106000020D70800000100000001030000000100000025000000005C3D595B022D41008C27A87215054100C6D68A02022D41008AA1DAD01405418071434D2C002D4100CCCB0C6F110541802F9A98F7FC2C410088BDF8870B054100956E202FFC2C410060CA13350A0541009E4C89D0FB2C4100B60F2C9509054180059B7914FB2C41006458409E08054180F7856ACEFA2C41009C8CAA4D080541807ADEA34FFA2C4100AC3020E107054100748F9980F92C410002D1664E07054180A20187CDF82C41001A4243E60605418011B007BBF82C4100DEF772DE060541805D762787F82C4100162789C806054100B3DD5864F82C41003416D5B906054100DAB7F898F72C410044B5F68706054180D14E0015F62C41008E8BE073060541009624BFFFF52C4100ACC5527106054180962B57F3F52C4100DC1B746B08054180FBA54054F72C41003E40327F0805418025A646AFF72C4100B44F3A84080541004EF9E33AF82C4100E8111EAD08054180CD28FD50F82C4100E082ACB608054180F7DB6D6CF82C4100CA3C8AC208054100D6E40BAEF82C4100924EEADE0805410062098AC0F82C410082A1E9E6080541009DABC9FBF82C4100A4DC8800090541800FAC699CF92C4100406A2B63090541803BE94292FA2C41000680ED230A0541007804AE0FFB2C410088B711A60A054180EFCEFD0DFB2C4100B80B1D5D0B0541809C4E74C6FB2C4100F22E14560C054180080B68C9FB2C41003257C6930B0541806A1D7E8FFC2C41000CC064D10C054100D18A9210FD2C4100CE5EC3BB0D05418064924BFBFE2C4100EAC02F4C11054100B7E7D639022D41009251303D170541005C3D595B022D41008C27A872150541"
"5013940035.0","N",16536,"151","210","31710","16536.337791818","0106000020D7080000010000000103000000010000000E00000080083A72647D2C41000CB4A35D930441002639EC0E7D2C4100B475E03291044100DA1F9EF87C2C4100FC23917391044180A1828FF87C2C4100A078BB739104418087CA88F87C2C410048A0A473910441002B93DBEA7B2C4100E63E59699204418061484BE77B2C4100EC2A2ABF9204418008EF08E27B2C41007A35E01C93044180A6E3A2807C2C41004614582F9604418036EF95A87C2C41000E5CF3AA95044180F2821FA47C2C410022DF08969504410059E856EC7C2C4100E4B969D59404410033E9D6E57C2C4100944256AF94044180083A72647D2C41000CB4A35D930441"
"5057610015.0","N",54580,"139","534","74226","77094.5521448329","0106000020D7080000010000000103000000010000000A0000000044C4B9286E2C410004911073970141002E170C0D6E2C41009845A3D69A01410091E01F516E2C41008E9623FD9A0141009F7690026E2C4100364EA037A7014100A33E372D6E2C41008417B58BA7014180281DD5696E2C4100E45731F3A7014100A79F85B06E2C4100B0FDDF55A8014180E58FD8046F2C4100EEE5D9AEA8014180039D928C6F2C4100728695109801410044C4B9286E2C410004911073970141"
"1010307501.0","N",27604,"0","0","0","27489.4919307539","0106000020D7080000010000000103000000010000000F00000000476C848E342E41008A6D35A2B40A41007FFB5A2C342E4100A6A477D4B10A418031359CCB332E4100D08F1411AF0A4100E47CB419332E4100C42AA698B00A4100E401DCC2322E41005CBACF57B10A41808642B993322E4100BE7F8EBFB10A4100E899776A322E41003277651AB20A4180B29C14CB322E410024C911DEB40A4100DEB87AF4322E41007C88EB82B40A41003B4D9D23332E410018172C1BB40A4100D9ED8551332E4100260C20B6B30A41803BF3757A332E41008087025CB30A4180061776B1332E41002023F3E2B20A4100C5029D13342E41001CF8B6B0B50A4100476C848E342E41008A6D35A2B40A41"
"1010710042.0","N",24100,"166.67","100.42","16737.0014","24592.7196503282","0106000020D7080000010000000103000000010000000900000080E960D945122E410078CC8B136A0A41805E76C8E4112E41004E446F53670A4180A19DEFC8112E41003CBF3091670A410051323142112E41005CE702BC680A41801C23E3DE102E41004C88A4EB650A41808E29B35B102E4100E4E9920E670A41804A25E2BE102E41007C290CDE690A41804FA41220112E410018790C9F6C0A4180E960D945122E410078CC8B136A0A41"
"1010780001.0","N",26256,"0","0","0","26255.9026784935","0106000020D7080000010000000103000000010000000900000080959BB4FD152E4100D42B7011A30A41800527DFA3152E41008CA82E83A00A410002CE75D4152E4100BC18B517A00A41806A0895F3152E41006472DDD29F0A4180435F6BF7152E41008AA29DAB9F0A4180FC89E48D152E4100149911AB9C0A4180F550CC87142E41000EC8CEEE9E0A418054EA654E152E410014D83495A40A4180959BB4FD152E4100D42B7011A30A41"
"1015000062.0","N",15770,"213.83","100","21383","16663.434914149","0106000020D7080000010000000103000000010000000D00000080C3218827652E410032562EC4650B4180BEF63E9D642E41002E3A34F6660B41009E56588A642E410060CAC86D660B4180D0DC4477642E4100A87917E4650B410019620666642E41001AF09F67650B410065FE7D53642E41008E22DBE1640B4100F6ACB8E3632E4100906336D9650B4100E0E3FBB6632E41009802373C660B418037D68461632E41005ADA59F9660B41009F48AFC6632E4100788F8ED3690B41005DF4E248642E4100B2C46BB3680B4180D19BF142652E4100B49F0A8A660B4180C3218827652E410032562EC4650B41"
"2024430004.0","N",294566,"30.67","899.33","27582.4511","294565.58738696","0106000020D7080000010000000103000000010000005300000080DFAE4E7CAF2E410080D36E7C140D4180BF6A2C79AF2E41007C47FD6E140D41801B805F56AF2E4100FAD1B8D9130D410030BB7923AF2E41003C9561FF120D4180E81B7CF0AE2E4100F08AA324120D4100A5C74EBFAE2E4100006D064B110D4180C1243A8EAE2E4100CE34DC71100D410044B1FE73AE2E4100C077CBFD0F0D4100CA237767AE2E410044495BC60F0D4100FB51E144AE2E4100C807B0240F0D4180EE94162DAE2E41007E27E3B20E0D4100E1AC4B15AE2E41002E4314410E0D4180C6DCB5E5AD2E4100947E785D0D0D4100ABE11FB6AD2E4100DAA9D4790C0D418075ABD571AD2E41009C0F722F0B0D4180ABB86E45AD2E41009AAB5C570A0D4180C8AA3B2FAD2E41009C5153EB090D4100E99E0919AD2E410098F3477F090D4100103F1912AD2E41000CD1895D090D4100BDBC8102AD2E410062B7A211090D4100DFCEF3E8AC2E4100A84C6486080D4100238637C1AC2E4100E04F2DB0070D4180CD57DD92AC2E41009C5FFAB7060D4180009EE97BAC2E4100E0D7033D060D41003263F564AC2E410018A00AC2050D4180647E014EAC2E410040B40C47050D41804846F936AC2E4100BAEA9FCB040D41805D0D57DEAB2E4100DCC015E1020D41005D77F29CAB2E4100FE1E826F010D41803EA45C84AB2E4100DAC978DE000D410069735873AB2E41006AB5127A000D4100F0B18B5EAB2E4100B25E5FFFFF0C4180759ABE49AB2E4100F203AA84FF0C4100EA5C4938AB2E41007065A91DFF0C4100F17A4120AB2E410088FCC08EFE0C410012899C0BAB2E4100DE28CF13FE0C41803418F8F6AA2E410020F5D798FD0C410058D253E2AA2E41008629EA1DFD0C41806757AACDAA2E410098DDE6A2FC0C4100C51649BFAA2E41009418D44CFC0C4100799DB6B7AA2E41006C3D8E1FFC0C41809468C5A1AA2E410098754C9CFB0C4180A302D18BAA2E41008089F818FB0C4100F421757EAA2E4100EC8BF4C8FA0C4100646FF072AA2E41001EA9FE83FA0C418040905302A92E4100ECB77C84FC0C418031D9C5D6A92E41009AEA6133060D41804ED0EE00AA2E4100D8854F1F080D418048D519E0A92E4100DC371477090D41806A424972A92E4100621F12130A0D41000C3D1E96A92E41003EFF1BA20B0D4100B373238AA92E41001E60CB910B0D41807B4A226DA92E4100C6346B380C0D4180D653E553A92E410062915C1F0B0D4100667EE447A92E4100DAA64B060C0D41008C14443BA92E4100CA6A3DF90C0D418072DE6729A92E41004480DE500E0D4100D170D5C8A82E41006EADCC03110D418063BEE7D5A82E4100B0118673110D41009C18C0DEA82E4100A24CD3C1110D41006B942AFCA82E41002C94AF96120D41002537BD0FA92E4100F8CF2B21130D41008E493222A92E410038966DB0130D410025083D2EA92E4100DA2ABE10140D4180AC4B0A3BA92E4100AAD6BAD4130D4100A49FB54FA92E41002C46ED82130D410015900465A92E41001A4F6C2F130D4100CCA36691A92E41001CFD8D8B120D41000AAC2DBEA92E4100A60DE2F8110D41008C01DBE5A92E4100BA876C7F110D4180F21A0015AA2E4100309D99FF100D410059CD8640AA2E4100CAB3C895100D4180C5EC9865AA2E4100824FE63F100D41809992838AAA2E41008240AFF40F0D4100FCDAA9AAAA2E41009A3751B30F0D418030F149A5AA2E4100DA90FA800F0D418088EA7A39AB2E4100F64347BB0E0D4100AB12FA3FAB2E4100BC8315F40E0D41805F7BA82CAC2E4100A02E35490E0D4100C5F185F3AC2E4100B25C8C930F0D4100E5B8A3E2AD2E41005CE61FDE160D41002A392935AE2E4100A43E1961160D4180DFAE4E7CAF2E410080D36E7C140D41"
"2032730175.0","N",15015,"91","165","15015","14665.4333885573","0106000020D7080000010000000103000000010000001A00000000DC1C9805092F41000E5847DEC10E41807AB1E537092F4100E81C4C5EC10E410050703370092F4100DAF7DBDEC00E41802AB26751092F4100348D430BC00E41802515AE4A092F4100FC24B7DDBF0E4100E547DC42092F4100DC7431B0BF0E418017906A3B092F4100A48E668ABF0E4100E01C9B33092F4100EABE5167BF0E41000343982A092F41008EE88E43BF0E418015369121092F41004EBAF523BF0E410048702D14092F410010A693FBBE0E4100670FBC05092F4100CAD151D7BE0E4100E25920F7082F410058F938B9BE0E4100723F67E4082F41009E500D9BBE0E4180ECA2C2D4082F41003E945888BE0E4100ED64A2C1082F4100529CDB78BE0E4180C48004B0082F4100745B6571BE0E410016C28E9F082F4100A2322670BE0E4100142E9991082F410034076673BE0E4100B44FFE81082F41009EC7C67BBE0E4180D282166D082F41008A2A248FBE0E41001CDA2B5E082F41007CEF07A3BE0E410053403EAF072F410030C4579BBF0E41000DE1940F082F410088880BF2C10E4180669F7FC1082F410030BB3237C00E4100DC1C9805092F41000E5847DEC10E41"
"2038080038.0","N",36998,"206","179.5","36977","48975.4608395282","0106000020D70800000100000001030000000100000009000000000D4CC5654A2F4100A624667D750D4100CB7100414A2F4100F2B63ABD780D4100F020DB704A2F4100ECCD1DE0780D4180D2E028A14A2F41002AE25403790D4100D243F6054B2F41007CD2D14C790D4100F6C84BE14A2F41000834638A7C0D41805CB3C2434C2F4100D4E7CD8C7D0D4180D7A32A914C2F410062F7E804770D41000D4CC5654A2F4100A624667D750D41"
"3004120029.0","N",29500,"100","100","10000","29830.6192329306","0106000020D7080000010000000103000000010000000B000000809263C0522A2E410024FA9237DB064180245E6EAF2A2E4100306CA506DE0641802DFC31482B2E41007AD6F0CCDC0641803DD333572B2E410042E31FAEDC0641004F47C9B42B2E410008E0A175DF0641005EE3E2662C2E41006454C408DE064180CB793D0B2C2E4100DAA4683CDB0641809BAAA7D42B2E41001082BB91D9064100D6B6C0AF2B2E41000CBE4671D8064180A33086EB2A2E410030F3A500DA0641809263C0522A2E410024FA9237DB0641"
"3023407501.0","N",23887,"152.3","256.57","39075.611","24129.9924167888","0106000020D70800000100000001030000000100000014000000001AFC7342582E410010507CD39708410093BE75A6572E410018CFE0EB940841808EAC46ED572E410064621B04940841808C37E1E8572E41004C7925EF9308410050E22311582E41008057616B930841807C5802A1572E41009C6C1E5491084100AC14E1AA572E41001400E6329108418088BA8BCF572E410098E67BB7900841800EB3AE92572E410036D861958F08418009286773572E41008AAFA9FE8F0841809782D255572E4100C0C43A6290084180119F1E35572E41009CDA4CD090084180C3CB7432572E41004A7143D990084100764AF215572E41008AA4383991084100C13BB9A9562E4100DC517CA5920841802D3565F0562E41001E8556F693084180056A55F7562E410014516917940841804F33F3D5572E410060F6803C98084100AB110FF5572E41001274C9D0980841001AFC7342582E410010507CD3970841"
"3025627501.0","N",15600,"0","0","0","16297.0320415952","0106000020D7080000010000000103000000010000000700000080E8BC84DA622E4100E4492D9B06094180C380218B622E4100EC90A37306094100D881A3A1622E410022BB60BB03094180736F6723622E41007CF6247C0309410013954CF5612E41001652367709094100C0BD98BF622E4100E26FF6DB09094180E8BC84DA622E4100E4492D9B060941"
"3054950800.0","N",638167,"769.42","829.42","638172.3364","1292116.37835132","0106000020D7080000010000000103000000010000001300000000CEC444DC432E41008895EFD146044180D712BCD6442E4100DE91916846044100C0BDEE4F452E4100884090354604418075AB1D1E462E4100EACCD0DE45044100156B35EA462E4100B41CF38845044180D44DD962472E410052F430564504410015B76F6A492E41009086967B4404410062C06C3D4A2E4100E86389AA2D0441803F41A35C482E4100BE00732C2A044100A79671F0472E4100500A4063290441809AE07432472E4100649BF1012804418012C84672462E4100B4B08F9C26044100632ADBFF452E41007891C7C725044100998310AE422E410066C77B9B1F04418021C1B362402E410078C935571B044100DF8B5F7D3F2E4100E69EB38E33044180538069FF422E410006B5DA2E4704418062954D40432E410066738D1347044100CEC444DC432E41008895EFD1460441"
"3072660240.0","N",50345,"236.25","180.42","42624.225","50345.2906497855","0106000020D708000001000000010300000001000000090000008055F74837332E4100B23F76EA3E0241000357A444332E41000886017B3D024100165A57AD332E410010E087B83D0241800FAC55AD332E41007A4BBCA43D024100463B9DAC332E4100302B841D3602410084062B3E322E41005C507D2637024180D2E902FA312E41000AEB99793E02418034BBAA34332E41006CF680323F02418055F74837332E4100B23F76EA3E0241"
"4029280049.0","N",33983,"218","57","12426","33983.0290079046","0106000020D7080000010000000103000000010000000B000000002851402D022F4100FAD346E79A0841809CB8C713022F4100DEC1F523990841807F38B102022F41000C6D36E2970841001FEC9124012F410068F300C395084180ACBD7806012F4100EC639B88960841805FECA1D0002F4100722312EA970841803C713ADC002F41001460E8B598084100FB5A1D10012F4100082908469C0841005DA6C428012F4100CCB96CF79D0841006EAF204A012F410000A163BAA00841002851402D022F4100FAD346E79A0841"
"4031157501.0","N",52500,"0","0","0","51916.327249051","0106000020D7080000010000000103000000010000001E00000080036FC7B72A2F41005272643FB9084100E160D5B22A2F410060BC7C7BB808410086159DDC2A2F410030B23734B7084100866331052B2F41005EC858F6B5084180AA73112E2B2F4100983D29B6B4084100443349562B2F4100BCFE1F7BB30841800795BC7C2B2F41007219EF4DB2084100851394A92B2F410072C2ACEEB0084180DA6F5FDA2A2F4100180BBB9BAF084100891486CA2A2F41004C500EF8AF0841800AA64DB82A2F410060074661B00841001BFDF7A52A2F41003C1D2DCAB0084180BA1985932A2F4100DA8DC132B1084180E926F5802A2F41003659039BB1084180A824486E2A2F4100547FF202B2084180F6127E5B2A2F410030548E6AB2084180D54797482A2F4100C27FD5D1B208410046EE93352A2F410012AEC838B308410047B073222A2F41001687669FB3084180D90E370F2A2F4100CC5EAE05B4084100FEDEDDFB292F41003E8DA16BB4084180B44B68E8292F41005C623DD1B4084100FE7FD6D4292F410028DE8136B5084100DBA628C1292F4100A2006F9BB50841804A955EAD292F4100C81D0400B60841004E767899292F410096894064B6084100E69F7685292F410010F024C8B608418018065042292F4100CE1D554DB80841804B98B4A0292F4100B0DE9367BB084180036FC7B72A2F41005272643FB90841"
"4056697501.0","N",131578,"0","0","0","131578.202944165","0106000020D7080000010000000103000000010000001C0000000047E64953CB2F410046B58BD7A2094180608F5F64CB2F41000E36951BA209410021F16676CB2F4100AC4A3D55A10941803A9A7C87CB2F410078774799A0094180CB406697CB2F410028C236EA9F094180E4E97BA8CB2F4100F2EE402E9F0941806AA0ADB9CB2F4100185F17719E0941001867A7CACB2F410084F053B69D094100641A18E5CB2F410018FB70939C0941008DE70AA1CC2F41004E89F4A49D0941007588A86BCD2F410006C9D8EF94094180A406A8E1CA2F41005619EE3D91094100A9DCBCD4CA2F4100B44C5C3191094100E9627FCBCA2F410062BFEA2D910941800872C6C3CA2F41005E716E2E910941009B9AAFBCCA2F4100C081A1319109410091D436B6CA2F41002CBAE83691094180BF3B14A9CA2F41008A18194991094100F6E6A89ACA2F410090CFF66A910941007DEBBF91CA2F41004803E88991094180A840BF88CA2F4100B43CB2B59109410040DF7883CA2F410038ACC1D991094100EF16FF7ECA2F41000447E70592094180EF96697CCA2F41002448953092094180D7A35A7BCA2F4100ECA1F06A92094180ECC684ADCA2F4100C0A12DE7A20941000BEF8C3ECB2F4100F6E3B1BBA309410047E64953CB2F410046B58BD7A20941"
"4084010675.0","N",512265,"700","557","389900","524060.422173066","0106000020D708000001000000010300000001000000FB0000004048E7806331304100C2691C02F3094100A79D3B5C31304100C4B384ECF109418059C8E4A030304100CECFC2AFEF0941003ED8A427303041003AB6FE2DF9094180A6ED9D742E30410090C81FEDF2094180A03BD6362E30410032FDD509F209410081D83EDD2D304100E0D21C41FF0941C00D9AC19F2E304100BA7A18A4010A41C0473777AF2F304100F882FCD6040A41C0BF2EAACC2F3041002A98B1840C0A4180C8C40CEF2F30410040D4908F150A4140BC0D3CF12F30410052EDA622160A41404DC5A8F53030410056D4F8AD160A41005349CC0C31304100E8724366160A41C014291D1C31304100C684F32F160A4140DD4B8F273130410036650C11160A41C07A0D0631313041003C3BF6FE150A4100FC37F139313041000045FAF1150A41409EC685613130410074EA1DAE150A41C08C0EA0703130410016B9AD8C150A41801B50378231304100E81A865B150A4180662DB18A31304100429BC441150A41807FBD999231304100AE3D6924150A410006543CB131304100AAE2B3AB140A414042BB50BD3130410050B19775140A41C01785B6CA313041004823CC2F140A41005AD88BDA313041002EDA76D2130A414082D937E6313041002EE84D81130A41803390FEF031304100246DE02F130A418061CBDCFA3130410040FCCCD8120A4140D445E5033230410084A6F28E120A410093097D0C32304100E680DA3C120A414050BB0B143230410060C2CBF2110A418097B2321E32304100981F1D79110A4140E573092A32304100CC1D13ED100A4140DCDFEA3532304100DA9CC852100A414045E8843D32304100E038B9D60F0A4100AD755640323041003A47BDA60F0A4140225BE94232304100CCDC59700F0A41C05B6CC74432304100F0D1D0380F0A41005426EF45323041007A0512070F0A410035746B463230410030FDE0E40E0A410016918446323041001AB039D90E0A41C05E325546323041001AE07AC20E0A41008436774532304100C03A51A90E0A414053B0FE433230410012B78D8F0E0A41C0ECD8D24132304100E62C1C740E0A4180DA4AF63E32304100DA6B0F5C0E0A41C038B0883A323041009ED6ED420E0A4100E0419136323041007643782E0E0A4140426FA72E3230410050CDBA090E0A41802A65611F32304100F48AEAC50D0A41806BC9B10432304100E678AD350D0A41C0E5A860F73130410076BF75DE0C0A41C0B2BF55E831304100CCA18A730C0A410036C26BDF313041002A1494250C0A4100640FBCD0313041007CC0097A0B0A41C07ECBD9CB31304100BA6056440B0A4140DE6044CA31304100C2D263360B0A414082391BC831304100C484912C0B0A41C03118F5C531304100EAB5A9260B0A4180153679C3313041007C8D6A220B0A41C0B8A179C231304100EEF6C9220B0A41405B5392C031304100C03996250B0A4140C927C7BF313041002892C2270B0A41002B3C11BE31304100C8A5F7300B0A4100F0476CBB31304100546056470B0A41006C2530B83130410054645A660B0A4140876CF3B331304100FE0E88940B0A41C0FA242FAC3130410082AD5DF60B0A41404031749B3130410020689DBF0C0A41807EDF4985313041006800A2930D0A410053B2D16C31304100C0B3085C0E0A4140BCC20251313041005C9B331B0F0A41409F27FF453130410072E6075A0F0A41803D60653A31304100E80099950F0A41406B7F343331304100DE1DD4B30F0A414017D51D1C31304100181CD8FE0F0A41005AE0F70D31304100B61C3023100A41002C3E7B00313041003064D53A100A410086A48DF430304100FAE0EA55100A41C036A04AE7303041009828906C100A41405E48B3DB3030410052CA6178100A4140C5DAC5C7303041006E6C898B100A41009A5E7CBC30304100525D83A2100A4180B5A31EB8303041008CB4AFAD100A4180B562A8B1303041006C846EC5100A410074C85AAA30304100A864B6EA100A41401DF871A030304100489DD626110A41C072DB578F303041008664BE66110A4100FC66A78130304100AA076781110A41403B49976E30304100A6312789110A414018372D5F3030410078DE7B6E110A41005CD4A55430304100B26E4147110A4180CB5B9E4C3030410058B58C1D110A41405CD2234530304100641990E0100A41006C08A93D303041009839C589100A4100B330D23830304100E868D516100A41406E44F136303041008C0272C10F0A4140F3441C3830304100688329380F0A4180F919073D30304100AA2849B80E0A4140E007F44630304100BA9879430E0A41C03E459E5430304100702037E20D0A41C0B40881643030410012EBC2A10D0A41400E1B4B72303041006E8F3E8F0D0A4100EFBFB37F303041006E21DD920D0A41C02C39D18C30304100C63714A60D0A41400C9BCD9830304100808C96CE0D0A4100CF1C6FA230304100E67ABBFD0D0A41005CC096AA30304100DA399D200E0A4100581DDBB230304100E0F3FB3A0E0A4180259155BB30304100662F9B510E0A4180CFA7D6C1303041005A997B5D0E0A4180BB55C3C730304100028AC9610E0A418036859BCE303041001041A5640E0A4180109B31D630304100829077630E0A418054E17FDD3030410064C18F5F0E0A41002A2678E5303041009CC3E5580E0A4140FD38A2EF303041008CBE62510E0A41800AB0F3F830304100847C6B430E0A41C05E7436023130410024720F2C0E0A41001C73D60B313041002EDDC20B0E0A41007F9AEA1231304100648A17EE0D0A41803EE8661431304100B2F6F7E70D0A41C0955FA320313041003E7EB7A60D0A4180B80A6F2C313041007E4B6E570D0A41C0244A104431304100D2626EA50C0A4100D22F394F31304100C6B913470C0A41C03A14CC5931304100B8C211E40B0A4180A729A2643130410040F121770B0A4180EF1A666E31304100701055090B0A41407497E47131304100922CB5D60A0A4140185CC77831304100CC3F0D6D0A0A41C08DE1B47A313041005653BF480A0A4180ADABA47B31304100D2E02E2C0A0A418082C4DB7B31304100F22078150A0A418053AEF07B3130410060C7CA0C0A0A41C0B75BA77B3130410096C547EC090A4100C27EE37A31304100948D7FD4090A410075C1847931304100B0F75DC0090A41C062934D77313041004E34A5A5090A414007D9FA73313041006269E886090A41C027A701703130410058B50C6D090A410063906B6F31304100E20D0E69090A4100559AAE5131304100084749B0080A414023FFE93731304100BEBF79F9070A4140DD5D621E3130410042CE732E070A4100B339D90331304100D8587F46060A41408A4528EC30304100183F3857050A410063DDB2D7303041001E40D46D040A41406EA460D130304100C4859C1D040A41009817F9BF30304100A81B8336030A4180E13773B530304100E0FCBE9B020A41C08A96CCAB303041008C4483FE010A418086C68EA4303041001442CF81010A41C0EA74A59C3030410068B77ED5000A41C078CE119630304100F67F5615000A41003CE632943030410000669CEFFF0941404EBE3E9130304100CA6C48D0FF09410095482E8D3030410020518EB7FF0941C03B91678730304100A481FAA1FF0941803DABC983303041007642059DFF0941C02D4FBB7E3030410098A0899CFF0941C0A829C8783030410090B6149EFF0941802F72D66E303041003ACB9FA9FF0941805DDC723B3030410054D8D2C5FF0941805F4A1D1E30304100FEB8EDC3FF094180C110D3F32F304100B248DEA5FF094140146405D52F3041002CEC2C76FF094100077CD9AD2F304100B6558619FF0941004852417B2F304100FED31080FE094100C9035A7A2F304100D86EB37DFE094100FC4A276B2F304100B833E95EFE0941C078B2CF602F30410046B35250FE0941803E7530572F304100200D7F47FE094140DE1E23362F304100FC84E654FE0941004A693D322F3041009280B952FE094140A8CECF2D2F304100E2E9ED4EFE0941C09E480C262F304100D6904042FE0941805E2AE71B2F304100527C5F2BFE0941C03967DA132F304100368C650EFE094100B1F2D40B2F304100F27301E6FD0941C0392382052F3041004C0773BBFD094180EA0352FE2E3041000605C37AFD094140FDBD8EF92E304100A25A3F40FD0941C0E2B39EF42E3041000E462FE7FC0941C0AA981BF22E304100F4F98396FC0941C02F4C35F12E304100B411B542FC094140F5BAECF12E3041001C41F2F2FB094140AE1891F42E304100820BA79AFB0941C0472457F82E3041007A2C8852FB094100AB6F72FC2E304100F820D41AFB09418087B5B5012F30410032B79BE4FA0941809D9BBE092F304100B62A7CA7FA09414036293B102F304100F43CD882FA094140698DD8192F30410030799E5BFA09414075905A212F304100FE352647FA0941800692E6292F30410008A83339FA094180BABA30312F3041003CCA9934FA094140D402E0392F304100F885A237FA0941C08B1ED9422F30410070F0AD44FA094140A54ADA492F304100D0F05956FA0941008748C44F2F3041009680F86AFA0941409A9560562F3041004AD12289FA0941C0B7818C5E2F304100B2F361BBFA0941C0BA8AB1662F3041001EED0D02FB0941807EFDD56C2F304100DAD4864FFB094180ED6028772F3041001A9316ABFB0941406863DF7D2F30410090833DE9FB0941002032C7842F3041002E98201EFC0941C0E95D288E2F30410080DF9C50FC094100153A179A2F3041001451AE83FC0941C0CAE422A92F304100DC6993B7FC09410076CDF7B12F3041005646AED5FC0941C0A2EA31BF2F304100385EE7FBFC094140268CA3CC2F304100C259E71DFD094140076808E52F30410060E95C4DFD094140CD0342F52F3041003A953468FD0941C01DC6E40D30304100785BC486FD094180E776142C3030410018A31393FD094100E5D44F4630304100DC659F8EFD0941C04F56F2613030410056CCA67CFD0941409B7C3B6C30304100C2589777FD0941404995BD72303041000CB16D70FD0941C06289627630304100CE5C1868FD094100C0C4B579303041006285D65BFD0941808761247D303041005C5A954CFD0941C0FAC5B67F3030410010E4833DFD0941000ABD4781303041000C8FD830FD0941C067F679843030410006538D09FD094180B8E41B8630304100F2F1D9DDFC0941C08D2C9586303041006A5B62C4FC0941C09E93B38930304100DCE96981FB09418006AE4B8D303041008EF58A93FA094180A10F1291303041009287CB11FA094180E050A89530304100A665DC89F9094100641903A830304100AC8B7EE2F7094140D4DCCFAD3030410096FEB076F7094100A30E49B2303041007060B22BF7094140C91E3CB73030410072AC53E3F6094140290530C230304100AEBB5150F609410043F874CD3030410062797DCEF509410030D85AD63030410054D02270F50941C0EFBA57E3303041001632F701F50941C054171CF030304100F4FE57ABF40941C0FDCD22FB30304100B81D8D5FF40941805EB0D405313041009659A726F4094140410E9A16313041002045EDD6F30941C086B2A2283130410060607691F30941C034CB853E31304100EECAD14BF309414048E7806331304100C2691C02F30941"
